HourUTC,TotalLoad,Biomass,FossilGas,FossilHardCoal,FossilOil,HydroPower,OtherRenewable,SolarPower,Waste,OnshoreWindPower,OffshoreWindPower,ExchangeContinent,ExchangeGreatBelt,ExchangeNordicCountries,ExchangeGreatBritain,price
12/31/2016,0,581,99,489,13,2,5,0,161,0,0,0,0,0,0,23.37
1/1/2017,0,16313.48004,3764.679983,17105.39993,335.4,48,120.08,0,4556.95999,0,0,0,0,0,0,24.34
1/2/2017,0,17930.04001,10523.63998,21636.77994,410.2,48,133.26,0,4228.080001,0,0,0,0,0,0,33.71
1/3/2017,0,16112.15997,7831.559983,16724.78,397.8,44,144.38,0,3694.319998,0,0,0,0,0,0,31.5
1/4/2017,0,17542.60004,6865.599984,23709.02002,428,48,127.58,0,3813.199982,0,0,0,0,0,0,24.4
1/5/2017,0,20639.31998,17077.12004,40437.40002,1020.599991,48,211.92,0,4148.640013,0,0,0,0,0,0,43.69
1/6/2017,0,23259.78,14430.47998,29566.89011,776.899998,48,169.39,0,3716.559995,0,0,0,0,0,0,41.82
1/7/2017,0,21859.14001,10450.23996,23122.91998,684.7,48,164.72,0,3768.27999,0,0,0,0,0,0,31.1
1/8/2017,0,20777.10004,10033.59996,26609.91998,630.500001,48,172.68,0,3834.199996,0,0,0,0,0,0,32.6
1/9/2017,0,21885.38,7690.079988,23576.66992,361.9,48,152.21,0,4368.759987,0,0,0,0,0,0,37.41
1/10/2017,0,22339.92004,8611.719957,25311.42007,395.800002,48,122.5,0,4565.840011,0,0,0,0,0,0,30.75
1/11/2017,0,21800.15994,6755.559969,22812.35007,406.5,48,136.81,0,4209.319983,0,0,0,0,0,0,26.78
1/12/2017,0,21796.52002,7705.320008,23830.66,456.599998,48,130.86,0,4112.039994,0,0,0,0,0,0,23.62
1/13/2017,0,22383.61996,11662.92001,30232.00995,607.099999,48,151.11,0,4123.239997,0,0,0,0,0,0,37.17
1/14/2017,0,22079.16,8604.560004,25981.91009,559.8,48,170.25,0,4143.320005,0,0,0,0,0,0,30.76
1/15/2017,0,18986.24,9940.839997,27887.17999,616.2,48,159.06,0,3749.480003,0,0,0,0,0,0,32.03
1/16/2017,0,25086.31991,16347.12001,37048.37988,1010.600001,54,194.94,0,3823.639993,0,0,0,0,0,0,51.66
1/17/2017,0,24574.52005,15209.31996,33565.42999,775.600004,48,162.09,0,3743.039999,0,0,0,0,0,0,49.99
1/18/2017,0,22649.72,9562.519976,26449.04004,379.6,48,138.68,0,3523.439998,0,0,0,0,0,0,29.8
1/19/2017,0,19734.14002,7741.240005,18648.37006,472.700003,48,126.27,0,3776.279982,0,0,0,0,0,0,29.04
1/20/2017,0,19916.51996,5971.319994,18305.58988,412.600001,48,110.93,0,3554.040003,0,0,0,0,0,0,28.72
1/21/2017,0,18806.01996,5425.320017,22209.46002,395.2,48,131.06,0,4216.040009,0,0,0,0,0,0,28.73
1/22/2017,0,20562.66,5763.56,21331.00998,450.3,48,117.15,0,4314.319998,0,0,0,0,0,0,29.07
1/23/2017,0,21851.09997,7761.599992,21026.96997,344.5,48,146.63,0,4037.19999,0,0,0,0,0,0,29.46
1/24/2017,0,23692.87997,10942.07996,28034.1099,628.4,48,152.77,0,4232.75998,0,0,0,0,0,0,38.26
1/25/2017,0,22381.57999,7263.280021,23761.97006,625.400001,48,154.11,0,3942.160004,0,0,0,0,0,0,32.78
1/26/2017,0,22195.18002,10141.87996,27122.94,666.899998,48,157.74,0,3477.359984,0,0,0,0,0,0,39.08
1/27/2017,0,19918.27997,10319.48002,28671.33002,566.400003,48,150.95,0,3564.560004,0,0,0,0,0,0,37.62
1/28/2017,0,19198.14004,8623.239943,25693.33993,358.7,48,140.3,0,4362.27999,0,0,0,0,0,0,30.18
1/29/2017,0,19196.33993,7171.440005,26385.64996,395.7,48,146.19,0,4462.679991,0,0,0,0,0,0,28.7
1/30/2017,0,19162.80002,11415.79993,25409.78006,466.000003,48,147.02,0,4363.59999,0,0,0,0,0,0,38.52
1/31/2017,0,19547.87994,12655.08,29441.25,470.399998,48,144.63,0,4450.760002,0,0,0,0,0,0,36.77
2/1/2017,0,20580.01999,9667.320006,26209.40008,421.1,48,128.12,0,3726.039999,0,0,0,0,0,0,38.96
2/2/2017,0,20921.50006,9798.000033,28294.7099,2378.50001,48,119.29,0,3595.999997,0,0,0,0,0,0,37.28
2/3/2017,0,22150.59994,9270.599977,27285.69,3631.000011,48,101.91,0,3728.2,0,0,0,0,0,0,37.27
2/4/2017,0,18966.32001,6754.120003,24895.49002,3235.600005,48,90.83,0,3730.640003,0,0,0,0,0,0,32.17
2/5/2017,0,20702.81997,6477.119996,26510.00998,3209.09999,48,91.31,0,3569.639999,0,0,0,0,0,0,31.71
2/6/2017,0,19938.30005,8487.799973,24247.95996,3286.499995,48,103.84,0,3304.600003,0,0,0,0,0,0,37.25
2/7/2017,0,23043.58005,8194.279969,24815.76002,3268.900015,48,107.32,0,3222.159991,0,0,0,0,0,0,42.13
2/8/2017,0,23661.49997,8722.999986,31264.05993,3326.500011,48,111.94,0,3073.999998,0,0,0,0,0,0,45.68
2/9/2017,0,26228.5199,14448.31999,36343.40991,3456.599998,48,133.11,0,3619.04,0,0,0,0,0,0,46.62
2/10/2017,0,23526.90008,7997.399979,27112.05994,3253.499993,48,142.34,0,3306.799992,0,0,0,0,0,0,38.81
2/11/2017,0,21558.35996,7471.759996,26681.52002,3213.800003,48,143.84,0,3037.720007,0,0,0,0,0,0,32.27
2/12/2017,0,22694.86008,7467.75998,27214.91992,3228.300001,48,192.44,0,3200.719985,0,0,0,0,0,0,31.89
2/13/2017,0,24207.96005,9644.359985,31362.35999,3271.799992,48,171.6,0,3355.919995,0,0,0,0,0,0,39.31
2/14/2017,0,23772.67999,10528.88001,33066.05005,3263.400005,48,149.63,0,3867.359993,0,0,0,0,0,0,38.95
2/15/2017,0,23191.75998,13606.16005,38923.47003,3268.800001,48,142.29,0,4066.519996,0,0,0,0,0,0,43.21
2/16/2017,0,14588.53996,8043.639986,31796.77997,3203.700004,48,130.26,0,4780.080002,0,0,0,0,0,0,32.41
2/17/2017,0,14053.78005,7760.479964,30599.41003,3201.900004,48,129.87,0,4518.559981,0,0,0,0,0,0,31.15
2/18/2017,0,19142.35995,7413.760018,23527.25995,3148.800001,48,121.1,0,4113.719986,0,0,0,0,0,0,30.15
2/19/2017,0,19439.10013,5088.600015,17469.74006,3054.500008,48,124.86,0,4575.199975,0,0,0,0,0,0,24.81
2/20/2017,0,19023.94003,4151.040009,18215.37002,3148.699995,48,119.07,0,3931.880009,0,0,0,0,0,0,22.33
2/21/2017,0,18427.62,6526.920005,22840.52991,3073.099995,47,118.59,0,4356.239991,0,0,0,0,0,0,26.72
2/22/2017,0,17840.78012,5222.479993,19751.92996,3321.899984,48,138.35,0,4055.559976,0,0,0,0,0,0,23.05
2/23/2017,0,20571.99997,7272.000039,21540.47998,3374.999997,48,141.52,0,4188.999988,0,0,0,0,0,0,23.63
2/24/2017,0,21161.90005,9210.399971,25568.45999,3352.499995,48,126.94,0,3955.799999,0,0,0,0,0,0,25.59
2/25/2017,0,20385.79998,7677.799988,22467.81988,3319.000003,48,135.98,0,4165.59998,0,0,0,0,0,0,27.44
2/26/2017,0,18453.1401,3230.239976,19896.94002,3356.700016,48,143.7,0,3911.279986,0,0,0,0,0,0,20.38
2/27/2017,0,18067.94,7572.040032,22602.56,3298.700011,49,174.88,0,4280.87999,0,0,0,0,0,0,26.47
2/28/2017,0,19776.04004,7854.639978,20158.26993,3360.199996,55,179.77,0,3592.079987,0,0,0,0,0,0,25.39
3/1/2017,0,20375.79998,9360.79997,17787.42995,3398.000005,67,146.37,0,4112.599972,0,0,0,0,0,0,30.79
3/2/2017,0,20608.28,10220.48,19347.52994,3408.400015,72,130.75,0,4226.560005,0,0,0,0,0,0,30.86
3/3/2017,0,20378.4,10005.39996,19604,3346.000008,72,147.4,0,4185.80001,0,0,0,0,0,0,31.64
3/4/2017,0,19738.58002,8386.280025,19622.54996,3323.900004,72,124.53,0,4242.159988,0,0,0,0,0,0,30.03
3/5/2017,0,19869.76004,4829.160002,20012.77003,3295.800012,72,133.99,0,3802.52,0,0,0,0,0,0,22.24
3/6/2017,0,21770.12003,9027.919982,26232.89996,3362.600006,71,139.22,0,4085.239997,0,0,0,0,0,0,33.01
3/7/2017,0,24875.94,13118.03996,38483.00003,3438.699994,72,172.44,0,4307.879981,0,0,0,0,0,0,41.71
3/8/2017,0,20797.20001,11630.2,35769.26001,3385.000009,54,175.94,0,3828.399986,0,0,0,0,0,0,33.81
3/9/2017,0,18384.84012,9832.439974,33193.26007,3385.200003,56,153.58,0,4245.679978,0,0,0,0,0,0,32.63
3/10/2017,0,13896.01999,8148.319931,29881.64999,3763.099988,52,129.87,0,4347.040012,0,0,0,0,0,0,29.62
3/11/2017,0,11457.40005,8749.400033,29188.75006,3246.999999,55,133.65,0,4740.800001,0,0,0,0,0,0,31.08
3/12/2017,0,15760.86003,8936.759999,23868.86997,3351.300018,51,124.49,0,4165.720014,0,0,0,0,0,0,29.12
3/13/2017,0,18713.21997,12541.52002,28914.81989,3450.100015,63,152.9,0,4701.440005,0,0,0,0,0,0,34.2
3/14/2017,0,17147.57993,7885.280021,24548.92993,3236.900007,48,135.15,0,4341.160009,0,0,0,0,0,0,30.27
3/15/2017,0,16075.59998,6416.599975,17360.25995,3315,48,131.34,0,4056.20002,0,0,0,0,0,0,23.08
3/16/2017,0,15541.70009,8676.199959,18217.96001,3297.499984,48,125.24,0,3811.4,0,0,0,0,0,0,29.8
3/17/2017,0,18804.35996,6841.759993,15232.95999,3434.800001,48,158.4,0,3847.720001,0,0,0,0,0,0,25.4
3/18/2017,0,16946.92007,4497.720005,14018.27004,3363.600021,48,133.65,0,3832.839986,0,0,0,0,0,0,22.79
3/19/2017,0,19633.62003,4684.919999,13282.44005,3385.099996,48,144.68,0,3630.239989,0,0,0,0,0,0,18.92
3/20/2017,0,20532.13998,9243.240039,23894.09998,3340.699994,48,139.54,0,4171.27999,0,0,0,0,0,0,27.85
3/21/2017,0,14001.92004,8871.719931,22042.21997,3314.599992,48,144.7,0,4340.839979,0,0,0,0,0,0,26.83
3/22/2017,0,14423.77999,9054.479972,25941.42004,3359.900013,48,132.86,0,4536.559983,0,0,0,0,0,0,29.68
3/23/2017,0,14479.54006,8036.639984,34124.67004,3267.700014,48,140.37,0,4346.080007,0,0,0,0,0,0,31.34
3/24/2017,0,14928.16001,8541.560044,33656.89023,3306.800004,48,123.27,0,4266.320006,0,0,0,0,0,0,31.92
3/25/2017,0,13587.84007,7175.439977,23782.12003,3301.199974,48,135.72,0,4171.679991,0,0,0,0,0,0,26.82
3/26/2017,0,17176.5,5875.999992,18044.88999,3248.500014,48,145.11,0,4145.999997,0,0,0,0,0,0,27.54
3/27/2017,0,17967.37988,7544.080005,24124.46988,3255.900006,48,143.41,0,4364.760006,0,0,0,0,0,0,30.17
3/28/2017,0,18924.63992,7708.239937,27945.70984,3243.199996,48,139.93,0,4764.279997,0,0,0,0,0,0,33.67
3/29/2017,0,18800.94,8849.039946,28634.96991,3261.700004,48,148.47,0,4496.880014,0,0,0,0,0,0,32.09
3/30/2017,0,17098.66,7223.560004,24472.2099,3231.300001,48,185.95,0,3793.319997,0,0,0,0,0,0,33.12
3/31/2017,0,16091.70004,6570.19999,24910.55997,3181.5,48,135.64,0,4377.4,0,0,0,0,0,0,30.3
4/1/2017,0,16713.38003,5694.079982,20150.64005,3168.900001,44,86.24,0,4446.759987,0,0,0,0,0,0,29.98
4/2/2017,0,16264.56,3965.960006,13785.73995,3191.800005,48,84.82,0,4490.120011,0,0,0,0,0,0,27.92
4/3/2017,0,18034.78006,7956.479972,24720.32995,3236.900001,48,92.95,0,4055.559989,0,0,0,0,0,0,35
4/4/2017,0,15206.60004,5625.599997,19476.75003,3328.000013,48,86.85,0,4026.19998,0,0,0,0,0,0,36.89
4/5/2017,0,16562.24004,3204.840006,10372.85995,3284.200003,48,104.38,0,3325.480015,0,0,0,0,0,0,29.12
4/6/2017,0,17415.18002,4891.880014,10065.41998,3282.899997,48,130.26,0,3553.359991,0,0,0,0,0,0,27.5
4/7/2017,0,15671.13998,5454.240019,9458.019975,3261.700013,48,91.62,0,3569.280001,0,0,0,0,0,0,30.53
4/8/2017,0,12657.20001,4310.199994,6670.710031,3230.000009,48,79.49,0,3711.399986,0,0,0,0,0,0,28.3
4/9/2017,0,12880.33995,3577.440014,7413.840017,3228.700032,48,89,0,3585.679993,0,0,0,0,0,0,26.86
4/10/2017,0,14381.25992,2819.16001,4855.779984,3248.299987,48,75.98,0,3515.519989,0,0,0,0,0,0,24.21
4/11/2017,0,16208.35995,4821.760018,7543.339989,3286.799996,48,123.02,0,3997.719998,0,0,0,0,0,0,22.39
4/12/2017,0,15544.17995,4655.879992,6522.670026,3281.899985,48,107.01,0,4311.360006,0,0,0,0,0,0,26.68
4/13/2017,0,15336.3,4464.799961,9467.229926,3290.499991,48,108.57,0,4421.599991,0,0,0,0,0,0,25.89
4/14/2017,0,15489.42006,5673.719992,10050.43005,3299.100001,48,100.49,0,4409.840002,0,0,0,0,0,0,28.22
4/15/2017,0,15952.35997,4753.759986,8559.109978,3289.799993,48,124.25,0,4052.720022,0,0,0,0,0,0,27.98
4/16/2017,0,16698.13995,4810.239991,12963.62994,3332.700014,48,127.01,0,3438.279991,0,0,0,0,0,0,28.87
4/17/2017,0,17066.36001,5269.759978,10687.39,3302.79999,48,100.97,0,3418.719989,0,0,0,0,0,0,28.09
4/18/2017,0,19211.35998,8645.759955,24694.29996,3361.800015,48,114.06,0,3584.719994,0,0,0,0,0,0,33.56
4/19/2017,0,17114.24002,10170.83996,27629.86987,3231.200012,48,119.37,0,3333.480007,0,0,0,0,0,0,35.98
4/20/2017,0,12333.59996,9160.600021,17501.48989,3325.000006,48,138.11,0,3043.200001,0,0,0,0,0,0,31
4/21/2017,0,11744.32001,4306.120007,12463.58004,3257.599993,48,127.74,0,2737.639994,0,0,0,0,0,0,20.14
4/22/2017,0,11511.03996,2358.639992,9348.629995,3284.200013,48,101.41,0,2450.079998,0,0,0,0,0,0,10.87
4/23/2017,0,11884.93996,3018.039987,11485.54999,3330.700019,38,121.89,0,2574.880001,0,0,0,0,0,0,16.52
4/24/2017,0,15230.94,4433.039993,13543.54004,3185.700001,42,108.9,0,2964.879996,0,0,0,0,0,0,28.27
4/25/2017,0,17510.53995,9238.639992,21432.45999,3260.699988,48,133.58,0,3738.080016,0,0,0,0,0,0,35.48
4/26/2017,0,19820.26013,9042.159971,24168.48007,3384.300003,48,143.28,0,3912.519975,0,0,0,0,0,0,39.91
4/27/2017,0,18855.34005,8747.440009,26489.43976,3350.699969,48,115.4,0,4066.679993,0,0,0,0,0,0,36.75
4/28/2017,0,19148.34003,8890.439979,25975.84,3312.699986,48,137,0,4361.680012,0,0,0,0,0,0,34.78
4/29/2017,0,16725.77991,6823.480019,14627.27993,3231.89999,48,142,0,4140.559992,0,0,0,0,0,0,31.03
4/30/2017,0,14257.58002,5386.279995,9487.059999,3188.900012,48,111.02,0,3801.159991,0,0,0,0,0,0,28.41
5/1/2017,0,12230.28003,1895.480005,6477.539991,3173.399995,48,154.74,0,2935.559994,0,0,0,0,0,0,6.42
5/2/2017,0,14233.44,5156.04001,12047.98001,3223.199993,48,126.46,0,3916.879992,0,0,0,0,0,0,27.6
5/3/2017,0,13720.79996,4216.80002,8952.259902,3603.000021,48,102.54,0,3969.600014,0,0,0,0,0,0,31.01
5/4/2017,0,12875.15996,3026.559982,7627.280061,3229.800012,42,144.88,0,4052.320007,0,0,0,0,0,0,29.4
5/5/2017,0,13402.16005,4959.560012,14379.69994,3179.799991,43,177.46,0,4088.319991,0,0,0,0,0,0,31.7
5/6/2017,0,16088.06011,2747.960011,11129.65999,3087.299992,48,195.9,0,3925.119994,0,0,0,0,0,0,32.65
5/7/2017,0,14079.06002,1595.960002,5710.25,3051.299999,28,185.31,0,3647.119992,0,0,0,0,0,0,28.34
5/8/2017,0,13368.59996,5008.600002,10831.10001,3101.99999,24,194.5,0,3838.19999,0,0,0,0,0,0,30.04
5/9/2017,0,20223.59998,4947.600007,18543.28004,3079.99999,42,123.32,0,3863.199988,0,0,0,0,0,0,35.92
5/10/2017,0,20675.09981,5835.599984,17546.84999,3169.700008,48,89.75,0,4057.199982,0,0,0,0,0,0,38.14
5/11/2017,0,18640.9201,6445.720032,20633.27988,3217.599994,31,81.64,0,3951.840014,0,0,0,0,0,0,34.26
5/12/2017,0,11812.62001,3132.919973,13465.05001,3147.100028,24,85.07,0,3999.239996,0,0,0,0,0,0,31.79
5/13/2017,0,10827.75998,3485.16,10185.86004,3176.799994,24,98.9,0,4027.520007,0,0,0,0,0,0,30.32
5/14/2017,0,8951.620026,2698.919989,7930.090006,3223.09998,24,111.03,0,3843.23999,0,0,0,0,0,0,28.79
5/15/2017,0,11534.62007,3500.920003,14884.33005,3475.100001,24,100.79,0,3946.239992,0,0,0,0,0,0,33.32
5/16/2017,0,8642.559991,3075.959988,8125.930015,3537.800014,24,91.63,0,4025.12001,0,0,0,0,0,0,31.38
5/17/2017,0,11377.10005,3588.59997,11539.35003,3468.500015,31,90.25,0,3958.200026,0,0,0,0,0,0,30.26
5/18/2017,0,9758.079933,2479.400002,4256.710045,3393.4,39,70.51,0,3438.159999,0,0,0,0,0,0,28.51
5/19/2017,0,6952.799999,2699.600003,6440.339999,3409.000001,39,78.46,0,3409.600004,0,0,0,0,0,0,32.22
5/20/2017,0,3273.5,2105.999994,2692.980006,3475.500005,24,76.02,0,3760.999998,0,0,0,0,0,0,24.06
5/21/2017,0,4923.359998,1841.759997,4031.899988,3449.800016,24,78.46,0,3871.719992,0,0,0,0,0,0,20.86
5/22/2017,0,8105.140057,3696.240017,9398.970001,3486.700011,24,99.67,0,4018.279982,0,0,0,0,0,0,35.01
5/23/2017,0,5742.999998,3024.000003,5448.20002,3471.999996,24,109.8,0,3845.000015,0,0,0,0,0,0,33.11
5/24/2017,0,6100.560023,2846.960017,4957.41002,3385.799975,24,69.15,0,3857.119982,0,0,0,0,0,0,27.16
5/25/2017,0,3919.940013,1758.040002,2872.460003,3431.69998,24,84.98,0,3759.879989,0,0,0,0,0,0,25.01
5/26/2017,0,2921.439997,3024.039985,6658.289987,3506.199995,24,75.15,0,3595.879998,0,0,0,0,0,0,31.88
5/27/2017,0,1346.600001,1423.600005,1359.159999,3472.999989,24,77.47,0,3172.200004,0,0,0,0,0,0,27.38
5/28/2017,0,1951.999996,1737.000004,1446.959991,3492.00003,24,92.77,0,3135.000009,0,0,0,0,0,0,21.59
5/29/2017,0,8137.999981,5614.999936,10009.05996,4142.000029,24,87.94,0,3409.000012,0,0,0,0,0,0,35.66
5/30/2017,0,7462.960035,2431.359977,14305.15995,3410.800015,24,70.8,0,3298.919977,0,0,0,0,0,0,36.98
5/31/2017,0,4066.960018,2170.360004,3202.450001,3310.799986,24,74.51,0,3025.91999,0,0,0,0,0,0,27.27
6/1/2017,0,5050.560035,3247.959999,6510.590046,3351.800007,24,81.97,0,3470.120001,0,0,0,0,0,0,31.76
6/2/2017,0,7120.159976,4488.560015,9124.350027,3351.800009,24,74.81,0,3687.320009,0,0,0,0,0,0,35.99
6/3/2017,0,5604.579994,1859.279992,1579.639997,3014.899988,24,74.22,0,3343.160014,0,0,0,0,0,0,30.5
6/4/2017,0,3838.799992,1551.800003,1071.520007,2930.000003,24,85.39,0,3232.599973,0,0,0,0,0,0,26.25
6/5/2017,0,1382.100003,2223.599983,1172.000015,2890.500009,24,67.05,0,3060.2,0,0,0,0,0,0,27.26
6/6/2017,0,1441.400005,1549.400004,883.120001,2981.999996,24,62.89,0,3211.800009,0,0,0,0,0,0,21.63
6/7/2017,0,1506.32,1553.119995,518.920002,3059.99998,24,77.72,0,3392.640004,0,0,0,0,0,0,18.05
6/8/2017,0,4615.65999,2287.560035,1231.520007,3122.300014,24,66.07,0,2803.320001,0,0,0,0,0,0,27.51
6/9/2017,0,4456.599986,2437.599989,6835.32001,3071.000012,24,67.28,0,3027.199997,0,0,0,0,0,0,33.06
6/10/2017,0,3659.979992,1026.680006,5079.140001,2958.899995,24,79.34,0,3285.96,0,0,0,0,0,0,30.05
6/11/2017,0,3713.460003,1050.360001,4786.989971,2971.299988,24,64.97,0,3175.919994,0,0,0,0,0,0,22.98
6/12/2017,0,4028.160013,1193.560008,1076.120006,3078.800017,24,56.27,0,3027.320004,0,0,0,0,0,0,23.39
6/13/2017,0,6534.200022,1387.200012,843.960002,3026.999996,24,62.87,0,3081.399989,0,0,0,0,0,0,24.64
6/14/2017,0,9172.259946,2816.159985,1517.239997,3073.300014,24,77.51,0,2571.520007,0,0,0,0,0,0,36.02
6/15/2017,0,5104.899999,2382.400008,1610.400015,3198.500008,24,127,0,2508.799999,0,0,0,0,0,0,32.3
6/16/2017,0,3876.460006,1186.359994,846.28,3087.299985,24,112.34,0,2983.91998,0,0,0,0,0,0,24.16
6/17/2017,0,3780.779988,1350.47999,1425.160006,3122.899999,24,79.56,0,3226.560007,0,0,0,0,0,0,24.99
6/18/2017,0,3951.580019,1321.280002,1396.040002,3111.899982,24,84.27,0,3274.159998,0,0,0,0,0,0,28.75
6/19/2017,0,5912.319962,3237.120002,6227.749917,3365.59999,24,110.470001,0,3171.639999,0,0,0,0,0,0,36.93
6/20/2017,0,4523.560003,1323.96,4277.000001,3088.800011,24,94.78,0,2940.11999,0,0,0,0,0,0,32.65
6/21/2017,0,10206.78003,2225.479986,7123.679977,3124.90001,24,83.55,0,3182.559993,0,0,0,0,0,0,37.55
6/22/2017,0,6746.619983,3085.920014,5910.079987,3164.100013,24,124.77,0,2908.239988,0,0,0,0,0,0,35.57
6/23/2017,0,915.399993,2288.400003,4156.280015,3559.000011,24,82.06,0,2737.800004,0,0,0,0,0,0,26.9
6/24/2017,0,1404.200008,1084.200004,4429.840012,3113.999986,24,93.18,0,2986.400015,0,0,0,0,0,0,22.73
6/25/2017,0,1256.659995,873.559997,4154.960004,3268.30001,24,104.1,0,2790.319993,0,0,0,0,0,0,20.03
6/26/2017,0,2150.760001,1068.160004,3802.440017,3355.799985,24,114.66,0,3068.519993,0,0,0,0,0,0,25.49
6/27/2017,0,5594.26,3354.159975,6284.719986,3130.300004,24,102.77,0,3205.519987,0,0,0,0,0,0,37.39
6/28/2017,0,5541.239992,1980.84001,6093.919969,3161.200007,24,100.16,0,3113.479998,0,0,0,0,0,0,34.16
6/29/2017,0,4185.539981,3209.639987,6151.170028,3238.699981,24,103.63,0,3227.080001,0,0,0,0,0,0,34.42
6/30/2017,0,4399.060017,3660.960006,6528.599975,3170.30002,24,99.73,0,3119.120009,0,0,0,0,0,0,27.93
7/1/2017,0,4339.080026,1734.279995,1398.320011,3165.400018,24,123.88,0,3377.160003,0,0,0,0,0,0,27.28
7/2/2017,0,4084.739989,705.839997,841.160002,3124.700007,24,105.54,0,3204.480003,0,0,0,0,0,0,23.77
7/3/2017,0,4553.780022,1461.480003,4198.020003,3156.900019,24,126.74,0,3143.559983,0,0,0,0,0,0,26.15
7/4/2017,0,4131.460023,2933.359993,5755.920014,3185.300007,24,128.27,0,3092.920013,0,0,0,0,0,0,31.62
7/5/2017,0,5639.080003,2367.280008,14092.56002,3247.399967,24,128.52,0,3130.160004,0,0,0,0,0,0,38.14
7/6/2017,0,5836.040027,2696.640001,18610.24005,3220.199955,24,133.8,0,3210.080001,0,0,0,0,0,0,39.44
7/7/2017,0,3774.280012,3300.480004,20374.18005,3222.400001,24,119.1,0,3286.55999,0,0,0,0,0,0,37.51
7/8/2017,0,1246.240005,1419.840007,7923.580046,3150.199992,24,112.66,0,3356.480001,0,0,0,0,0,0,32.23
7/9/2017,0,1067.780012,1318.479995,4820.479979,3149.900007,24,111.15,0,3250.560015,0,0,0,0,0,0,32.9
7/10/2017,0,1219.520003,3015.31998,20938.56996,3231.6,24,119.95,0,2990.040006,0,0,0,0,0,0,40.34
7/11/2017,0,1185.100001,2724.599998,18000.60997,3277.499986,24,107.99,0,2550.19999,0,0,0,0,0,0,36.46
7/12/2017,0,1274.040001,1950.640005,10126.06006,3284.199988,24,105.88,0,2901.079998,0,0,0,0,0,0,34.55
7/13/2017,0,1179.580009,2951.280003,5915.919998,3199.899989,24,128.58,0,3241.160015,0,0,0,0,0,0,32.34
7/14/2017,0,1181.160006,3069.559991,7009.09996,3203.800017,24,129.74,0,3368.319999,0,0,0,0,0,0,36.6
7/15/2017,0,1149.820003,1823.119997,9730.180065,3129.100011,24,121.14,0,3362.64,0,0,0,0,0,0,32.5
7/16/2017,0,708.460002,1852.359998,6809.249977,3102.300008,24,98.26,0,3197.920008,0,0,0,0,0,0,26.75
7/17/2017,0,737.700002,2733.200001,3573.199997,3132.500008,24,123.25,0,3434.4,0,0,0,0,0,0,26.22
7/18/2017,0,944.379996,4370.079961,6308.200012,3266.900015,24,116.34,0,3349.759989,0,0,0,0,0,0,35.52
7/19/2017,0,1262.62,2725.919994,5790.120011,3183.100015,24,102.5,0,3204.239998,0,0,0,0,0,0,33.25
7/20/2017,0,1098.739994,2705.840011,6469.67999,3183.699995,24,95.53,0,2976.47999,0,0,0,0,0,0,32.28
7/21/2017,0,1208.879994,3617.080029,6307.980033,3214.399999,24,105.61,0,3114.759991,0,0,0,0,0,0,34.75
7/22/2017,0,1140.06,1461.959992,1349.719994,3144.29999,24,101.92,0,3322.119984,0,0,0,0,0,0,30.23
7/23/2017,0,1074.360005,1835.760001,1604.960002,3166.799985,24,114.5,0,3113.720009,0,0,0,0,0,0,28.85
7/24/2017,0,1175.620003,4213.920011,4283.159974,3088.099989,24,88.98,0,3082.240013,0,0,0,0,0,0,38.78
7/25/2017,0,879.639997,2198.240002,3732.839981,3019.200016,24,112.4,0,2893.279998,0,0,0,0,0,0,29.86
7/26/2017,0,1266.160006,3370.559995,5214.399978,3084.800014,24,100.13,0,3090.320012,0,0,0,0,0,0,32.8
7/27/2017,0,1113.320006,3155.119986,4369.399994,3004.600009,24,83.21,0,3034.640009,0,0,0,0,0,0,33.46
7/28/2017,0,1008.220001,2735.520004,3231.240018,3014.100002,24,84.99,0,3065.440002,0,0,0,0,0,0,29.6
7/29/2017,0,1195.16,2186.560005,1152.359998,3023.800008,24,99.9,0,3224.319994,0,0,0,0,0,0,23.07
7/30/2017,0,1047.859997,1894.759994,1117.479996,3026.299987,24,105.44,0,3198.719994,0,0,0,0,0,0,25.19
7/31/2017,0,1164.079996,3190.280011,3182.360025,3009.399998,24,105.11,0,3062.159985,0,0,0,0,0,0,27.76
8/1/2017,0,1137.099996,3870.600016,6368.440002,3023.500004,24,78.58,0,2819.199992,0,0,0,0,0,0,34.45
8/2/2017,0,1239.840004,2887.440002,4418.720015,3087.200021,24,84.56,0,2836.68,0,0,0,0,0,0,32.07
8/3/2017,0,1062.000001,3196.999982,4039.039979,2983.000019,24,82.23,0,2935.999997,0,0,0,0,0,0,27.72
8/4/2017,0,1029.899994,1603.399991,3317.400009,2954.499993,24,88.5,0,3057.799983,0,0,0,0,0,0,24.67
8/5/2017,0,1224.680008,1458.880006,1173.919998,2955.400013,24,102.13,0,3337.360008,0,0,0,0,0,0,24.44
8/6/2017,0,1041.520003,1189.320002,1322.159996,2979.600019,24,109.18,0,3193.040001,0,0,0,0,0,0,22.85
8/7/2017,0,1046.159997,3374.199968,3615.23,3017.599971,24,105,0,3223.319994,0,0,0,0,0,0,33.26
8/8/2017,0,822,2547,4970.880036,3014.000008,24,94.81,0,3336.000017,0,0,0,0,0,0,30.43
8/9/2017,0,709.000002,1911.999992,3239.519973,3049.999993,24,114.49,0,3097.000005,0,0,0,0,0,0,27.49
