Fecha,hidraulica,eolica,Solar,Biomasa,Ondas,gas natural ciclo combinado,gas natural,carbon,otra termica,importacion,exportacion,turbinacion bombeo,demanda,IPC portugal,IPI PORTUGAL,EMPLEO AGRICULTURA,EMPLEO INDUSTRIA,Empleo servicios
1/1/2011,257661,8570.9,489.9,27436.9,0,79129.6,35362.4,18802.4,7281,52032.9,197.4,2298.7,481438.9,95.1321155,102.9,502,1 292,3 000
1/2/2011,253368.8,5879.8,790.3,27278,0,105503.2,36806.4,4976,7372.4,85206.9,0,2932,520905.3,95.1321155,102.9,502,1 292,3 000
1/3/2011,257574.1,18014.3,666.9,27323,0,174536.4,46808,61780.8,18959.2,54745,4405.6,5871.5,647039.5,95.1321155,102.9,502,1 292,3 000
1/4/2011,260440.8,114937.3,1026.2,28843.4,0,150669.6,46030.9,20738,19138.3,37259.4,3112.5,814.9,672665.5,95.1321155,102.9,502,1 292,3 000
1/5/2011,273445.5,235478.4,834.8,28171.4,0,63369.2,45909,19627.6,19375.1,27339.4,27417.1,7372.5,675966.3,95.1321155,102.9,502,1 292,3 000
1/6/2011,249833.3,281985.3,622.9,27671.8,0,27225.6,46998,7868.8,19612.5,31556.8,11858.4,9339,668943,95.1321155,102.9,502,1 292,3 000
1/7/2011,255413.8,263329.6,1088.1,28691.2,0,25960.4,48360.4,20906.8,19918.8,7795.6,10404.7,9855.9,648252.1,95.1321155,102.9,502,1 292,3 000
1/8/2011,271349.2,202399.1,331.1,28180.4,0,40808.4,39879.2,11890.8,11612.4,22976.6,40761.9,8012.8,578249.9,95.1321155,102.9,502,1 292,3 000
1/9/2011,300387.8,74698.5,857.2,27986.6,0,62121.2,36500.7,10565.2,8118.8,29041.8,6232.7,6035,535562.5,95.1321155,102.9,502,1 292,3 000
1/10/2011,286942.8,136533.6,1615.7,28001.7,0,41831.2,44976.7,14348.8,19139,99056.3,0,9186,660177.3,95.1321155,102.9,502,1 292,3 000
1/11/2011,295813.5,122806.5,1390.2,28575,0,69681.6,42695.9,8672.8,19262.2,80433,2460.7,9917,654323.6,95.1321155,102.9,502,1 292,3 000
1/12/2011,344776.7,26375,1578.9,27804.5,0,89168.4,43478.8,8676.8,19342.5,91186.2,0,2628.1,647224.6,95.1321155,102.9,502,1 292,3 000
1/13/2011,348245.1,39065.8,1629.6,28411.9,0,75862.8,44395.8,8980.8,20128.7,88862.7,16.6,2563.6,650657.6,95.1321155,102.9,502,1 292,3 000
1/14/2011,365593.1,20275.5,1143,26443.5,0,110702.8,44145.1,15993.2,19973.4,61380.8,4167,2861.2,656361.1,95.1321155,102.9,502,1 292,3 000
1/15/2011,350792.4,55831.9,1347,22961.2,0,136696.8,33253.9,11290,11202.9,2011.2,40364.9,2557.4,580234.4,95.1321155,102.9,502,1 292,3 000
1/16/2011,322313,89828,2042.7,25549.8,0,104519.6,22390.8,8966.4,7797.3,795.5,35423.1,0.8,546469.4,95.1321155,102.9,502,1 292,3 000
1/17/2011,320833.6,57304.6,1742.3,27431.7,0,170224.4,34243.3,11596,19676.6,21174.3,19908,1189.8,641223.9,95.1321155,102.9,502,1 292,3 000
1/18/2011,340215.5,14012.6,1707.3,28540.3,0,136319.2,36291.9,14677.2,20672.8,71541.3,2045.4,6861.5,653047.6,95.1321155,102.9,502,1 292,3 000
1/19/2011,317376.5,55257.3,1629.4,29009.6,0,147582.8,37050.7,17373.2,20590.9,39442.5,6014.8,7884,649186.8,95.1321155,102.9,502,1 292,3 000
1/20/2011,311295.6,126153.6,2143.5,28838.6,0,139747.2,36345.9,8821.6,19963.2,8507.3,29877.9,3316.6,646202.7,95.1321155,102.9,502,1 292,3 000
1/21/2011,301703,283161.4,2504.9,27972.1,0,96834,36949.5,8873.6,20451.2,0,111271.1,3743.7,660885.8,95.1321155,102.9,502,1 292,3 000
1/22/2011,315403.2,295320.1,851.4,28099.1,0,58378.8,29098.3,9504.8,10324.5,0,123522.3,6215.1,614726,95.1321155,102.9,502,1 292,3 000
1/23/2011,298839.8,276677.7,295.7,28897.5,0,75868,25213.4,8683.2,7572.7,0,124925.6,2720.4,592043.5,95.1321155,102.9,502,1 292,3 000
1/24/2011,305492.5,279000.8,508.7,29263.6,0,114662.4,38510.3,8670.8,19610.2,0,83207.3,3937.7,706286.4,95.1321155,102.9,502,1 292,3 000
1/25/2011,285378.4,206451.5,724.1,27463.6,0,150574.8,40019.4,9049.2,20469.2,1748.1,32575.6,3819.5,703188.2,95.1321155,102.9,502,1 292,3 000
1/26/2011,293965.2,87306.9,1864.3,27347.1,0,170531.2,35014.4,53739.6,19682.5,20268.2,8841.9,6331.2,692500,95.1321155,102.9,502,1 292,3 000
1/27/2011,287016,45952.4,1347.2,28717.4,0,161514,40537.7,63750.8,19673.2,59684.6,667,0,705992.7,95.1321155,102.9,502,1 292,3 000
1/28/2011,291169.6,39965.1,1759.6,28882.4,0,136499.2,40964.8,66356.8,20014.2,69175,888.1,2245,689913.2,95.1321155,102.9,502,1 292,3 000
1/29/2011,296281.5,60606.5,1606.2,29542.8,0,143358.4,29933.6,72206.4,10518.4,1432.9,33235.3,743.5,609884.4,95.1321155,102.9,502,1 292,3 000
1/30/2011,282089,66779,2378.1,29260.3,0,141915.2,26617,82462.4,6646.5,0,63328.4,0,573494.4,95.1321155,102.9,502,1 292,3 000
1/31/2011,270242.1,89105.5,2701.6,28520.9,0,190443.2,39992.4,74541.6,19134.7,2422.5,37307.1,0,678437.9,95.1321155,102.9,502,1 292,3 000
2/1/2011,254052.1,95351.7,2798,26035,0,159484.4,42039.4,85748.8,18638.6,31452.4,13446.8,1812.4,698648.1,95.12713955,104.2,502,1 292,3 000
2/2/2011,210834.5,110819.8,2908.4,26937.5,0,162181.2,41057,111720,19180.9,30960,11713.8,8756.4,694508.3,95.12713955,104.2,502,1 292,3 000
2/3/2011,208244.5,82829.7,2602.6,27684.9,0,174822,42172.6,137291.6,18769.8,22448.3,23599.1,7081.3,684732.6,95.12713955,104.2,502,1 292,3 000
2/4/2011,229367.8,15046.3,2839.3,27895.5,0,196574.8,41363.5,144387.6,19429.1,21717.9,29229.6,0,668304.3,95.12713955,104.2,502,1 292,3 000
2/5/2011,216377.5,9760.9,2865.5,29417.5,0,181718.8,32168.8,123094,10422.5,2040.8,23310.5,0,583079.7,95.12713955,104.2,502,1 292,3 000
2/6/2011,194917.9,17113.3,2792.9,29196,0,187782.4,27367.7,114338.8,6490.4,395.8,34938.7,4803.1,539015.7,95.12713955,104.2,502,1 292,3 000
2/7/2011,216521.7,33254.1,2587.2,26516.8,0,223291.2,40781.8,143138.4,19056.5,14149.8,75401.3,3227.5,639756.8,95.12713955,104.2,502,1 292,3 000
2/8/2011,195645.9,139635.3,1602.5,25981.2,0,230239.2,36460.1,131611.2,19810.5,0,119923.8,137.7,659704.1,95.12713955,104.2,502,1 292,3 000
2/9/2011,184696.8,148729.3,1155,24318.9,0,217217.2,34085.2,116915.2,19254.4,1138.9,92742.2,2712.8,650883.2,95.12713955,104.2,502,1 292,3 000
2/10/2011,163796,82154.7,2077.2,25643.3,0,212891.6,34245.2,132286.8,18118.1,13008.9,52915.8,0,630085.1,95.12713955,104.2,502,1 292,3 000
2/11/2011,182993.3,131896.4,2631.3,28602.6,0,164542,35849.8,120616.4,18436.6,17744.7,64963.4,124.1,636552.4,95.12713955,104.2,502,1 292,3 000
2/12/2011,156567.8,33136,2727.9,29160.3,0,182138.4,28358.2,165233.6,10241.1,6819.4,56524.5,1078.1,555953,95.12713955,104.2,502,1 292,3 000
2/13/2011,109772.8,227728.6,587.8,29129.3,0,141076.4,23569.1,64904,6463.1,8809.6,53502,15105.2,541497.4,95.12713955,104.2,502,1 292,3 000
2/14/2011,153420.2,179036.9,989,28956,0,156512,37153.3,77874,18473.7,36789.5,15700.8,4958.4,666759.3,95.12713955,104.2,502,1 292,3 000
2/15/2011,165613.3,197038.1,1217.4,26146.9,0,145652.4,38066.3,82736,18948.2,43822.9,41403.2,9628.3,666529.9,95.12713955,104.2,502,1 292,3 000
2/16/2011,176994.4,254590.9,905.3,23587.5,0,119066.4,37105.4,34642.4,17515.8,30064.8,10274.6,9460.3,672567.7,95.12713955,104.2,502,1 292,3 000
2/17/2011,218082.9,225748.2,2330.3,22012,0,129705.6,40903.8,41264,18009.9,10281.7,33756.2,3565.5,668559.4,95.12713955,104.2,502,1 292,3 000
2/18/2011,249823.1,127810.5,1395.6,21148.1,0,173519.6,43822.8,63510.4,17828,30212.8,57927.9,3325.8,665945,95.12713955,104.2,502,1 292,3 000
2/19/2011,284816.6,57546.7,640.3,20197.3,0,196975.6,37090,68555.2,9554.2,0,98395.2,0,575631.2,95.12713955,104.2,502,1 292,3 000
2/20/2011,223136.5,152701.3,1929.2,20760.1,0,83359.2,32434,47315.6,6197.7,8142.1,37561.2,3329.5,533129.5,95.12713955,104.2,502,1 292,3 000
2/21/2011,190102.9,205146.1,1873.9,20383.3,0,84435.6,45547.9,65832.8,17912.4,30581.8,26987.5,3958.7,628966.7,95.12713955,104.2,502,1 292,3 000
2/22/2011,203612.9,197746.8,2547.6,19610.7,0,93862.4,50029.9,45573.2,19167.2,17676.4,15811.4,2862.6,628980.3,95.12713955,104.2,502,1 292,3 000
2/23/2011,266837.7,44255.6,2761,19199.8,0,130995.6,52895.3,84143.2,18987.8,21739,23038.4,1888.5,615046.7,95.12713955,104.2,502,1 292,3 000
2/24/2011,263997.3,14106.1,3212.2,19540.1,0,164708,52541.1,87485.6,18608,11692.7,23746,3703,606934.6,95.12713955,104.2,502,1 292,3 000
2/25/2011,273357.3,38854.4,3204.9,20421.7,0,162284,52903.5,90688.8,18972.7,10020.6,72635.7,0,596397.4,95.12713955,104.2,502,1 292,3 000
2/26/2011,206372.1,123140.7,2016.4,23565.6,0,134606.4,43525.1,20247.2,10432.2,4207,37770.9,4538.8,522647.4,95.12713955,104.2,502,1 292,3 000
2/27/2011,195967.8,142799.8,3158,25799.6,0,51954.4,38764.8,0,6966.7,34888.3,2563.9,8317.5,485890.2,95.12713955,104.2,502,1 292,3 000
2/28/2011,198255.7,149566,3316.8,24868.1,0,91689.2,52618.5,0,19851.4,67276.6,1592.8,8306.5,594611.2,95.12713955,104.2,502,1 292,3 000
3/1/2011,219237.6,107761.2,3333.9,25797.6,0,125067.6,53134.8,18088.4,20356.2,54693.3,6464,2935.7,615808.7,96.65774037,108.1,502,1 292,3 000
3/2/2011,221407.6,94527.4,3105.1,25048.5,0,140693.6,53214.4,22261.2,19512.3,56953.7,6119.9,3791.7,624673.6,96.65774037,108.1,502,1 292,3 000
3/3/2011,228622.7,102134.3,2834.1,25932.5,0,155211.2,51084.2,65086.8,20311.5,19306.2,43570.5,0,624986.2,96.65774037,108.1,502,1 292,3 000
3/4/2011,239717.8,112387,1960.4,28318,0,150363.2,53016.6,85359.2,19968.4,12695.2,68126.6,5906.1,627993.6,96.65774037,108.1,502,1 292,3 000
3/5/2011,222598.2,213838.3,1347.5,29377.4,0,134004.8,43280.1,52043.2,11226.5,0,140311.6,1807.5,563384.1,96.65774037,108.1,502,1 292,3 000
3/6/2011,206851.6,149340.2,2256.6,29570.1,0,135540.8,38320.9,51972.8,7428.8,0,98348.3,10052.7,510856,96.65774037,108.1,502,1 292,3 000
3/7/2011,208122.5,133880.3,2818,28582.4,0,184609.2,50994.9,56432,18277.1,2974.5,112271.6,5981.2,566859,96.65774037,108.1,502,1 292,3 000
3/8/2011,161839.3,188164.6,607.7,29108.5,0,70976.8,50536.3,62470.8,18458,4386.9,48331.4,20923.4,515279.9,96.65774037,108.1,502,1 292,3 000
3/9/2011,226207.5,178116.8,1641.5,27765.4,0,158165.6,52433.1,51056,17026.3,8215.6,101244.2,8897.1,608178.1,96.65774037,108.1,502,1 292,3 000
3/10/2011,216340,119261.7,1792.9,24737.6,0,182900.8,50600,74849.1,15469.1,1266.4,85749.5,0,599883.2,96.65774037,108.1,502,1 292,3 000
3/11/2011,202325.9,125255.3,512.9,27001.1,0,168874,50157.7,69979.6,18786.6,10529.1,62141.6,1231.9,608550.8,96.65774037,108.1,502,1 292,3 000
3/12/2011,194514.1,49643,1565,30197.5,0,182676,39517.6,54739.2,10039,22553.4,45087.9,5080.3,533307.4,96.65774037,108.1,502,1 292,3 000
3/13/2011,181439.6,44390.5,1195.4,29777.4,0,177393.2,32250.1,32935.6,6777.9,37367.9,34248.7,4711.2,502494.6,96.65774037,108.1,502,1 292,3 000
3/14/2011,201196.5,79670.3,502.5,28783.4,0,213240,43051.9,79363.2,18014.2,22351.3,68690.8,1362.2,614401,96.65774037,108.1,502,1 292,3 000
3/15/2011,230551.8,93970.8,2949.1,29122.6,0,203100,41703.9,68226,17919.9,12163.3,81105.5,4680.8,612092.7,96.65774037,108.1,502,1 292,3 000
3/16/2011,163233.6,161990.8,2913.4,27498.8,0,60644,43661.2,37514.8,17491.9,117842.9,0,6423.4,623992.3,96.65774037,108.1,502,1 292,3 000
3/17/2011,205171.1,89700.1,2448.6,27021.7,0,114978.8,42865,32038.4,17362.8,91733.3,186.1,4348.6,616358.1,96.65774037,108.1,502,1 292,3 000
3/18/2011,241789.3,24864.5,3567.3,25610.9,0,192700.8,45237.3,13419.2,17069.1,53423.6,14683.5,0,600735.7,96.65774037,108.1,502,1 292,3 000
3/19/2011,202109.6,37854.6,3612.5,26130.4,0,187278,40659.1,0,7985,22482.8,9081,216.8,516652.8,96.65774037,108.1,502,1 292,3 000
3/20/2011,178135,63672,3561.2,27055.6,0,76140,34944.7,0,6549.7,85733.8,619.7,2975.2,469533,96.65774037,108.1,502,1 292,3 000
3/21/2011,183074.1,96548.8,3340.7,27742.9,0,160798,46616.1,36970.4,17720.6,17019,31652,1212.9,555021.6,96.65774037,108.1,502,1 292,3 000
3/22/2011,156857.1,167534.9,2374.1,29373.8,0,173867.6,47715.9,17214,18642,9879.1,45677.6,3553.5,572371.8,96.65774037,108.1,502,1 292,3 000
3/23/2011,156214.6,232218,3092.9,29591.8,0,49952,47575.5,13648,18814.1,45499.1,14746.7,3608.3,575970.6,96.65774037,108.1,502,1 292,3 000
3/24/2011,170112,122174.8,2732.5,28974.3,0,71528,47649.2,15238,18675.1,109619.2,99.7,3296.5,581158.4,96.65774037,108.1,502,1 292,3 000
3/25/2011,190673.5,77758.5,2295.8,28254.5,0,162192,48483.3,49558.8,18632.8,579.8,931.7,2237.3,573751,96.65774037,108.1,502,1 292,3 000
3/26/2011,163341.9,167042.7,1516.5,27731.8,0,108760,38853.5,5147.2,9375.3,976.7,1216.7,4078.3,515144.8,96.65774037,108.1,502,1 292,3 000
3/27/2011,148708,197418.5,1588.9,25738.6,0,56887.6,27615.4,0,6111.2,7991,2260.3,9841.8,457387.8,96.65774037,108.1,502,1 292,3 000
3/28/2011,215358.5,66866.7,1812.6,27864.5,0,103063.6,43110.7,19559.6,17092.1,93735.7,111.2,2197.9,584065.9,96.65774037,108.1,502,1 292,3 000
3/29/2011,204139.8,85882.6,2433.9,27963.8,0,94122.8,44080.1,18513.2,17762.4,98306.2,35.1,1018.4,590203.7,96.65774037,108.1,502,1 292,3 000
3/30/2011,208721.5,78057,3534.8,29235.7,0,91962,48419.4,18544.8,17859.3,109758,189.9,14211.7,589626.2,96.65774037,108.1,502,1 292,3 000
3/31/2011,206149,37902.4,3697.1,28111.8,0,181850.8,48690.1,18610.4,18584.8,51258.8,11229.2,8080.7,573885.6,96.65774037,108.1,502,1 292,3 000
4/1/2011,213747.7,198659.8,3784.9,27166.4,0,65923.6,47379,18774.4,17880.8,12672,37991.1,2815.7,562787.3,97.06477271,105.2,488,1 292,2 996
4/2/2011,230253,40666.6,1638.6,27119.5,0,105673.2,39611.2,0,9546,49641.3,4407.2,2085.8,495769.3,97.06477271,105.2,488,1 292,2 996
4/3/2011,205617.3,120529.5,900.7,28330.8,0,70072.4,33993,0.8,6821.5,12869.8,12576.3,5285.4,458828.6,97.06477271,105.2,488,1 292,2 996
4/4/2011,221104.7,82382.6,3838.9,27943.8,0,124255.6,44503.2,16854.8,17465.2,30773.2,13198.1,6867.9,547199.3,97.06477271,105.2,488,1 292,2 996
4/5/2011,188179,131224.3,2698.9,27986.4,0,76194,43118.2,18607.2,17751,74641.1,2411.2,14611.8,561246.4,97.06477271,105.2,488,1 292,2 996
4/6/2011,180480.4,203654.2,3288.4,26692.2,0,78894,42721.3,18534.8,17349.8,31882.3,23615.2,14389.5,563506.1,97.06477271,105.2,488,1 292,2 996
4/7/2011,165216,134235.2,3421.1,25749.2,0,92219.6,39644.9,18555.2,17388.2,78526,640.7,10492.2,561829.3,97.06477271,105.2,488,1 292,2 996
4/8/2011,207054.5,118240.6,3864.6,26327.3,0,74480.4,40807.3,17525.6,17296.7,62162.8,3215.6,378.7,561842,97.06477271,105.2,488,1 292,2 996
4/9/2011,193298.8,99698.7,3043.7,26258.7,0,97367.2,33721.7,0,9557.7,30674.6,2190.8,2858,486502.2,97.06477271,105.2,488,1 292,2 996
4/10/2011,129520.9,154705.7,3837.6,25657.7,0,24319.2,32865.4,0,6523.5,102876,0,31772.1,445711.9,97.06477271,105.2,488,1 292,2 996
4/11/2011,169990.7,125540.4,4038.4,24675.5,0,83665.2,44720.9,13044.4,15964.9,69736.2,4835.5,4312.2,540106.1,97.06477271,105.2,488,1 292,2 996
4/12/2011,179072.6,111218.1,3910.9,26394.7,0,98051.6,44048.9,18566,16559.2,71635.4,6520.4,2460.8,558591.4,97.06477271,105.2,488,1 292,2 996
4/13/2011,186312.4,27337.4,3864,27224.6,0,118933.6,44201.3,18568.4,15661,120050.5,0,0,560279,97.06477271,105.2,488,1 292,2 996
4/14/2011,160906.5,35803.8,3884.9,28124.6,0,110944.4,46850,18749.6,16820.3,146441.5,150.4,3999.5,561980,97.06477271,105.2,488,1 292,2 996
4/15/2011,189652,79962.8,3863.1,28883.3,0,132516,46900,64179.2,18517.8,405.1,985.6,2436.1,560059.2,97.06477271,105.2,488,1 292,2 996
4/16/2011,140892.8,114757.2,3773.6,28483.1,0,102153.2,38771,24778.4,10219.2,38925.3,610.8,13817.4,485934.6,97.06477271,105.2,488,1 292,2 996
4/17/2011,117192.6,91145.9,3869.7,28558.3,0,61320,35619.3,0,7398.5,115850.5,0,11539.4,446735.9,97.06477271,105.2,488,1 292,2 996
4/18/2011,151451.2,100805.3,2609.1,29041.8,0,105914,47973.4,0,17160.5,88200.8,495.3,1571.9,538841.1,97.06477271,105.2,488,1 292,2 996
4/19/2011,164946.4,91775.8,1270.2,26125.9,0,119806,49593.9,0,18732.3,85051.9,180.9,1042.9,554062.7,97.06477271,105.2,488,1 292,2 996
4/20/2011,135358.4,47351.8,1140.5,28314.5,0,107375.2,50953.4,0,18099.2,165674.1,0,876.4,551192.7,97.06477271,105.2,488,1 292,2 996
4/21/2011,104696.6,84959.1,2109.2,28756.6,0,93709.2,50706.9,0,18309.3,167719.8,0,8174,540605.6,97.06477271,105.2,488,1 292,2 996
4/22/2011,151375.4,31197,1431.3,29205.2,0,93286.8,38951.7,0,7418.9,119928.7,0,3296,467468.8,97.06477271,105.2,488,1 292,2 996
4/23/2011,148579,56731.6,1842.3,28943.9,0,99444,40703.9,0,8847.8,77717.1,5433.2,2962.1,452467,97.06477271,105.2,488,1 292,2 996
4/24/2011,97720.5,134697,3003.1,28878.6,0,84636,35992.1,0,6549.5,37054.5,359,26316.9,399790.8,97.06477271,105.2,488,1 292,2 996
4/25/2011,104207.5,106600.3,3454.4,29208,0,69602.4,36642.1,0,6454.6,90091.9,0,19751,424126.6,97.06477271,105.2,488,1 292,2 996
4/26/2011,135955.7,114864.8,3982.9,29474.9,0,139010,48147.5,0,17248,62134,7741.8,9160.6,531913,97.06477271,105.2,488,1 292,2 996
4/27/2011,160044.9,100607.4,3032.7,30127.7,0,169504,48617,18238.8,16892.9,39039.8,27369.4,6304,550677.5,97.06477271,105.2,488,1 292,2 996
4/28/2011,160925.6,22636.9,3223.5,29655.8,0,169032,49713.7,23418,17456.8,84630.2,5048.5,2180.5,551940.9,97.06477271,105.2,488,1 292,2 996
4/29/2011,145934.4,27640.4,1264.3,28409.3,0,171752.8,49418.9,45428,17159,66130.1,421.7,1929,549439.2,97.06477271,105.2,488,1 292,2 996
4/30/2011,139338.8,19748.8,1472.4,28706.9,0,172320.4,42340.9,32398,9073.7,37433.8,4048.2,1448.1,476124,97.06477271,105.2,488,1 292,2 996
5/1/2011,144855,26705,1835.9,27824.4,0,104247.6,35045.6,29838.4,5804.4,57644.7,28.4,6336.5,425711,97.01501326,103.5,488,1 292,2 996
5/2/2011,159861.9,50031.1,2210.5,27838.2,0,173933.2,48396.7,85959.2,15944.5,34220.6,59783.5,7371.2,529740.9,97.01501326,103.5,488,1 292,2 996
5/3/2011,159927.3,80760.9,3435.1,27298,0,179049.2,47584.9,92003.6,17044.9,12696.4,67055.6,6690.8,544917.4,97.01501326,103.5,488,1 292,2 996
5/4/2011,172365.9,36764.5,4066.4,28485.5,0,192424.4,45261.7,113029.6,17268.3,16588.5,79432.3,451.3,545416.9,97.01501326,103.5,488,1 292,2 996
5/5/2011,174214.2,18556.6,4067.1,28773.2,0,194991.2,50243.5,133930,17202.7,1334.6,69831.3,1741.9,550991,97.01501326,103.5,488,1 292,2 996
5/6/2011,139898.4,71863.7,2940,27940.4,0,185826.4,47900.3,82135.2,17555.3,16748.8,37392.1,6911.3,547339.9,97.01501326,103.5,488,1 292,2 996
5/7/2011,127681.2,191101.7,3333.1,28477.5,0,100167.6,41139.9,20926,9512.5,16954,43526.7,14558.8,478786.7,97.01501326,103.5,488,1 292,2 996
5/8/2011,114051.6,115556.1,4254.6,29014.5,0,130960,34312.8,14971.2,6351.6,28206.3,14817.9,18740.4,441406,97.01501326,103.5,488,1 292,2 996
5/9/2011,148745.2,34963.4,4323.9,28685.4,0,186455.2,50254.1,115355.2,16265.9,9976.8,57339.4,1157,535391.9,97.01501326,103.5,488,1 292,2 996
5/10/2011,165730.1,27847,4205,28925.9,0,185463.6,47545.5,68824.8,16275.5,29755.5,17642.8,1631.6,553131.4,97.01501326,103.5,488,1 292,2 996
5/11/2011,152484.7,37607.1,3595,29209.8,0,150374.8,45832.3,67797.2,16569.6,63920.3,1074.5,2531.8,562366.9,97.01501326,103.5,488,1 292,2 996
5/12/2011,131255.7,24997,3815,28675.7,0,154018.4,48924.1,66236.8,16006.1,98067.7,824.6,2460.1,567369.8,97.01501326,103.5,488,1 292,2 996
5/13/2011,151420.5,47754.7,4043.6,28941.4,0,168618.8,49113.2,89126.8,14975.5,35972,16467.4,3342.4,569022.2,97.01501326,103.5,488,1 292,2 996
5/14/2011,162670.8,76377.4,3847,28986.4,0,164455.2,41066,40868,7171.4,13143.2,40364.4,664.7,495916,97.01501326,103.5,488,1 292,2 996
5/15/2011,95787.6,226919.3,3973.4,28424.7,0,52989.6,36269.3,0,4574.1,41530,4220.5,30686.1,452778.9,97.01501326,103.5,488,1 292,2 996
5/16/2011,163414.9,144246.2,3472.6,27502.7,0,177342,48277.3,99036.4,15572.1,470.6,124170.4,4122.6,549092.2,97.01501326,103.5,488,1 292,2 996
5/17/2011,128937.4,69659.5,2963.5,29122.6,0,186697.2,50377.5,126307.2,15316.1,2961.2,45387.7,3335.2,562494.4,97.01501326,103.5,488,1 292,2 996
5/18/2011,109365.9,67523,724.6,28448.9,0,171284,50391.8,113545.2,14543.4,34989,18989.4,10872.1,559848.5,97.01501326,103.5,488,1 292,2 996
5/19/2011,117574.4,53198.8,2846.5,28598.7,0,175674,49546.8,132885.6,14607.3,23598.7,36148.1,6932.3,554335.8,97.01501326,103.5,488,1 292,2 996
5/20/2011,120032.4,17751.3,4069.3,29562.1,0,181115.2,49402.6,142556.8,16045.7,23155.5,29158.9,0,553945.1,97.01501326,103.5,488,1 292,2 996
5/21/2011,107415,42663.9,3963.1,29175.7,0,189290.8,41557.7,142309.6,8198.2,921.4,81789.5,154.2,482982,97.01501326,103.5,488,1 292,2 996
5/22/2011,97361.6,29756.3,3880.5,27981.2,0,115867.6,34998.3,82780.4,5280,52420.2,3975.7,649.8,443974.6,97.01501326,103.5,488,1 292,2 996
5/23/2011,114960.7,23642.1,3402.4,26791.3,0,191799.2,46529,139302.4,15503.3,22888.5,34336.5,1769.7,547810.1,97.01501326,103.5,488,1 292,2 996
5/24/2011,120751.3,26252.7,4246.8,26194,0,190357.6,47089.7,131277.6,16266.7,21500.5,9721.5,393.1,573142.3,97.01501326,103.5,488,1 292,2 996
5/25/2011,126021.3,33751.9,2999.1,27318.6,0,218935.2,47304.3,154484,16181.4,7646,52318.8,135,581616.2,97.01501326,103.5,488,1 292,2 996
5/26/2011,110839.3,16265.6,1392.2,28465,0,225573.2,48267.3,155423.2,16358.3,9265.7,39633.6,4.4,571543,97.01501326,103.5,488,1 292,2 996
5/27/2011,97073.6,19964.1,3235.7,27720.6,0,192278,48075.1,139670,16524,44466.4,16863.2,4516.5,566815.8,97.01501326,103.5,488,1 292,2 996
5/28/2011,65908.1,47002.2,3131.6,26943.8,0,174580,38979.2,139039.6,8516.3,15166.6,17786.5,7787.1,492856.9,97.01501326,103.5,488,1 292,2 996
5/29/2011,72314.1,48509.9,3448.2,27063.9,0,112072,35029.7,112148,6731.5,43392.8,4653.8,6915,447689,97.01501326,103.5,488,1 292,2 996
5/30/2011,95233.3,52396.5,2350.2,26073,0,181336.8,45442.9,131272,17614.8,30728.2,39221.7,1903.9,540355.7,97.01501326,103.5,488,1 292,2 996
5/31/2011,92342.2,96572,3005,26084.3,0,124288.8,44992.2,85964,18044.2,71350.3,1008.2,7729,552426.9,97.01501326,103.5,488,1 292,2 996
6/1/2011,65319.3,190712.9,4341.4,26051.3,0,83490,43859.6,85916,18359.3,51798.1,5621.1,5720.1,556872,96.79010052,100.8,488,1 292,2 996
6/2/2011,54820.3,187692.4,4625.7,27098.7,0,85450,44559.8,65407.6,18336.1,75372.1,1230.5,8953.9,551416.7,96.79010052,100.8,488,1 292,2 996
6/3/2011,86349.5,99681.9,3581.7,27376.1,0,130000,43429.7,88950.8,18357.6,72541.4,6775.8,2664.9,559446.4,96.79010052,100.8,488,1 292,2 996
6/4/2011,64287.5,42892.2,3486.8,27612.8,0,127740,35749.4,87240.8,9178.2,97311.4,0,2672.6,491264.4,96.79010052,100.8,488,1 292,2 996
6/5/2011,69419.5,28610.7,2628.4,27308.5,0,83586.4,31607.4,86045.6,6485.2,125031.1,0,7059.8,451885.3,96.79010052,100.8,488,1 292,2 996
6/6/2011,95296.7,81778.8,2241.1,25523.3,0,104358,44245.3,112094.8,17353.9,72198.1,4265.6,6026.7,543412.6,96.79010052,100.8,488,1 292,2 996
6/7/2011,68275.4,161910.8,2476.5,23993.3,0,96934.4,45094.1,97833.6,18587.4,46876.5,9807.6,6238.3,544591.7,96.79010052,100.8,488,1 292,2 996
6/8/2011,73075.8,98763.7,4051.2,26547,0,92063.2,45600.1,124732.4,19035.4,79159.2,3028.6,9272.5,549543.7,96.79010052,100.8,488,1 292,2 996
6/9/2011,80874.1,29654.4,3105.9,27897.1,0,107667.6,46632.2,139244,18194.7,100031.7,197.7,6764,545542.1,96.79010052,100.8,488,1 292,2 996
6/10/2011,59291.5,61228.9,4078.2,28807.8,0,105125.6,35853.4,108584.8,7650.5,71568,752.2,12731.4,467517.1,96.79010052,100.8,488,1 292,2 996
6/11/2011,59911.6,41078.4,4398.3,29257.2,0,110618,37989.3,114326.4,9346.4,61772.8,25.9,9852.1,457599.2,96.79010052,100.8,488,1 292,2 996
6/12/2011,66405.7,47443.4,4394.7,26820.7,0,113834.8,34082.9,116558.4,7291.1,34818.2,8905.8,4268.1,436956.2,96.79010052,100.8,488,1 292,2 996
