"","FECHA","PRECIO","DEMANDA","HIDRÁULICA","TURBINACIÓN BOMBEO","NUCLEAR","CARBÓN","DIÉSEL","TURBINA DE GAS","TURBINA DE VAPOR","CICLO COMBINADO","EÓLICA","SOLAR FOTOVOLTAICA","SOLAR TÉRMICA","OTRAS RENOVABLES","COGENERACIÓN","RESIDUOS NO RENOVABLES","RESIDUOS RENOVABLES","GENERACIÓN TOTAL"
"1",2011-01-01,46.1883333333333,605986.216,132922.642,3096.794,156043.256,63539.183,9421.646,635.928,6335.737,142852.659,30530.962,6383.971,689.682,9422.6,60034.044,3476.619,2075.125,627410.852
"2",2011-01-02,43.7629166666667,641856.087,122475.16,5812.876,155946.404,63250.905,9583.46,760.919,7312.269,105985.984,120932.782,9681.929,906.356,9735.174,67987.652,3541.8645,1974.4885,685838.021
"3",2011-01-03,45.4425,801297.365,146861.638,3855.045,155911.784,99351.269,10031.223,1936.269,8551.252,220507.008,77934.616,12336.11,635.974,9724.737,89705.195,3601.8935,1996.4985,842917.239
"4",2011-01-04,45.5870833333333,833253.263,145876.053,8182.844,156264.172,115105.686,10024.313,2079.062,8355.284,203996.354,104022.723,8502.068,965.016,9832.04,93111.247,3409.972,1783.813,871499.828
"5",2011-01-05,35.35125,803475.573,158946.134,5497.872,156313.258,71928.723,10067.259,1454.871,8234.295,111598.224,200221.686,7503.855,888.609,10526.449,90420.805,3482.283,1746.282,838808.749
"6",2011-01-06,21.01625,659165.544,113777.357,14407.887,156229.065,35683.285,9333.282,699.833,6348.352,46310.01,245505.116,7973.16,975.861,10088.734,82709.58,3529.218,1903.012,735446.029
"7",2011-01-07,16.1591666666667,745349.064,152748.931,16689.761,156177.38,17857.011,9780.654,1524.594,8351.865,70449.884,246623.026,6040.79,461.934,10213.047,89561.998,3802.4325,2115.4855,792363.673
"8",2011-01-08,21.3070833333333,714197.404,168621.592,19668.937,156046.388,17472.956,9620.914,1052.18,7380.82,61482.133,223431.282,10013.567,770.881,9987.633,72959.723,3869.799,2137.051,764465.467
"9",2011-01-09,41.315,676565.531,204595.949,14477.17,155990.366,34226.907,9224.088,685.401,6550.783,90546.928,80447.512,8183.869,796.955,10269.674,73945.379,3782.0205,2080.5215,695752.771
"10",2011-01-10,41.17625,825093.665,197918.309,13423.808,156129.262,65683.642,9852.483,1414.186,8060.863,160652.802,150019.513,12363.129,1442.41,10316.311,90820.873,3492.7865,1882.8945,883448.037
"11",2011-01-11,32.6545833333333,839408.056,185025.871,13877.103,156061.534,69502.794,9758.37,1589.09,7948.165,124937.735,223293.296,10850.116,1363.157,10223.863,89980.328,3673.9,2018.79,910077.697
"12",2011-01-12,36.1870833333333,831748.884,202143.83,12173.445,156094.579,86406.191,9630.341,2811.718,7323.103,152604.364,142467.613,13008.145,1990.08,10431.924,89984.374,3708.3455,2038.7675,892782.734
"13",2011-01-13,42.4658333333333,831676.727,201526.893,15627.216,156084.16,92169.485,9701.372,2285.421,8376.021,200500.187,68664.456,14824.775,2119.993,10207.895,90364.825,3711.801,2063.512,878189.566
"14",2011-01-14,43.5029166666667,828355.713,206585.314,17261.521,133149.449,96583.462,9887.739,2271.272,8000.933,203128.986,63606.71,14776.875,1982.74,9936.655,92723.416,3868.6045,2174.5255,865908.931
"15",2011-01-15,47.5716666666667,740276.289,193344.5,4822.405,131592.873,75605.457,9678.454,1425.842,7335.01,147188.932,61480.274,14858.926,2082.36,9634.69,75716.558,3903.6505,2185.4955,740805.414
"16",2011-01-16,43.8341666666667,690529.488,178296.178,4382.48,131729.591,70150.582,9293.884,610.812,6886.171,91135.875,91327.457,13531.557,1638.528,10034.829,74818.089,3951.412,2237.917,689975.351
"17",2011-01-17,45.6025,833383.099,194387.868,10291.19,131722.735,105589.519,9667.405,1453.343,8671.992,227632.469,49734.524,11938.225,1512.935,9547.527,89147.577,3973.856,2230.466,857485.386
"18",2011-01-18,46.8220833333333,854014.7,188743.329,7501.818,131503.116,114530.616,9757.27,1977.473,8289.519,265698.459,51680.349,9375.866,978.734,9606.506,89832.258,3640.374,2187.669,895281.25
"19",2011-01-19,46.5408333333333,852744.069,177209.518,10117.882,154347.909,116054.041,9793.818,2146.359,8542.105,256348.42,48808.207,9045.897,1599.538,9818.94,89967.805,3473.1325,2162.9015,899424.709
"20",2011-01-20,43.1483333333333,848133.382,170360.31,3846.218,155756.388,95203.353,9908.978,1831.267,8818.913,196535.871,108776.474,14671.467,2194.156,9738.474,91068.29,3732.485,2190.254,874608.244
"21",2011-01-21,36.7016666666667,869535.482,150356.264,10214.56,155714.596,48090.843,9986.337,2670.574,8326.302,122551.658,255528.671,19010.67,1713.883,9921.023,92568.681,3690.674,2143.483,892477.166
"22",2011-01-22,33.1795833333333,811255.532,160657.571,10519.491,155819.662,21116.101,10051.245,1205.254,7833.628,89243.088,259051.706,17049.524,1117.194,10008.475,76808.297,3658.3495,2142.0395,826241.474
"23",2011-01-23,42.99375,762605.016,141429.849,6747.157,154811.98,27681.587,9727.168,998.447,6852.424,103286.483,219602.679,13930.81,932.603,9877.111,77098.82,3740.058,2224.654,778899.22
"24",2011-01-24,37.5279166666667,909269.563,149341.163,8730.296,155812.506,65493.171,10296.409,1981.223,7823.264,187646.744,221055.319,15451.664,1249.86,10089.395,92323.443,3657.3165,2126.3145,933095.572
"25",2011-01-25,42.3716666666667,925838.099,161758.472,10009.198,157107.524,89245.006,9842.488,2036.862,5744.948,244437.512,151683.095,12154.524,973.323,10005.773,92229.44,3592.1665,2070.1395,952908.23
"26",2011-01-26,49.0008333333333,922889.323,162647.831,10649.751,160307.168,103902.743,9936.368,2747.962,7926.204,300156.17,76800.309,10953.643,824.733,10264.214,92493.606,3499.9535,2121.6505,955246.931
"27",2011-01-27,49.0666666666667,908662.717,161714.086,6729.753,166113.867,104661.139,10093.124,2193.271,7943.785,304171.903,71344.004,6272.503,1188.962,9507.343,91424.713,3782.6115,2231.2745,949388.831
"28",2011-01-28,48.8416666666667,893973.743,159157.085,4758.368,161348.963,101385.376,10340.158,1474.744,8004.364,280056.945,96397.749,7547.895,1095.808,9817.159,92892.632,3801.0515,2200.9285,940287.072
"29",2011-01-29,50.3025,789680.817,150659.269,4815.587,140675.006,68850.485,10003.491,2288.741,8537.965,228301.66,81389.835,9929.075,1331.815,10206.825,77940.386,3580.956,2100.519,800570.274
"30",2011-01-30,50.0291666666667,731642.467,137171.274,3365.42,147734.31,71039.17,9441.683,767.735,6722.76,169021.796,89450.969,10836.743,1602.956,10124.317,77370.379,3641.081,2065.924,740312.724
"31",2011-01-31,51.2145833333333,884108.526,142252.14,2391.059,151961.627,95727.019,9802.669,2495.79,7763.133,240902.873,121727.12,12255.694,1716.094,10420.077,93322.877,3695.8925,2064.1395,898500.152
"32",2011-02-01,48.6666666666667,896370.497,119980.676,2532.296,153023.485,105443.299,9752.781,1836.009,7369.479,233404.943,161891.955,18447.972,2701.953,10267.237,93047.528,3643.71,1976.849,925316.776
"33",2011-02-02,49.1358333333333,888988.986,108800.888,2027.806,153756.201,101856.643,9690.754,1304.499,7004.803,221969.866,185006.295,21126.188,3890.068,10156.709,93243.844,3499.6665,2081.7475,925409.824
"34",2011-02-03,50.3195833333333,880048.047,118219.166,6095.289,154298.889,106076.937,9133.694,1968.868,8000.237,243824.481,121168.852,20063.859,2642.508,10310.88,93562.427,3771.5165,2161.4545,901282.756
"35",2011-02-04,50.6758333333333,863200.218,124816.729,7109.131,155004.854,111282.026,9532.403,2027.645,8451.667,253858.114,75126.525,21876.137,4188.9,10537.962,95151.204,3744.1475,2138.6925,884828.013
"36",2011-02-05,50.8758333333333,764264.785,116680.324,7660.449,155031.49,109403.517,9756.75,1257.272,7942.584,209909.2,39079.862,21663.79,4067.784,10776.277,79475.393,3567.726,2005.802,778230.388
"37",2011-02-06,50.25375,695026.27,105943.375,2927.591,154946.866,88164.194,9387.366,624.281,6561.903,197471.075,27739.587,21310.169,3369.173,10321.675,78051.328,3657.3955,2030.2445,712456.855
"38",2011-02-07,51.9145833333333,833539.78,119239.078,6792.089,155010.031,116805.321,9942.948,1629.787,7999.032,243313.142,45514.678,21348.699,3723.789,9766.085,93243.929,3732.9255,2073.2005,840110.879
"39",2011-02-08,51.4645833333333,857808.774,114532.169,2500.421,155047.209,126578.531,9808.501,1853.093,8178.689,251602.641,51987.311,17963.845,1614.903,9626.437,91072.715,3700.9415,2038.2285,848092.958
"40",2011-02-09,51.2354166666667,854895.852,108426.883,1620.168,155084.393,121685.997,9954.783,2061.615,8315.675,242086.686,75236.321,18710.504,2619.587,9802.677,92290.327,3749.653,2070.363,853715.617
"41",2011-02-10,50.6216666666667,847728.901,101436.863,2857.313,154910.441,118601.697,9735.765,2305.026,8559.4,237826.517,92507.137,19844.637,3092.047,9673.942,91623.463,3661.71,1965.002,858590.04
"42",2011-02-11,51.13125,840675.961,110026.247,3369.608,155034.335,118495.279,9430.751,2256.255,8649.922,233685.861,78469.27,19545.324,3567.807,10682.535,93342.644,3815.5105,2129.7945,852481.786
"43",2011-02-12,52.9379166666667,749056.057,87687.165,1406.501,154833.977,109298.13,9441.119,1864.127,8389.658,200618.069,68678.496,19946.84,4159.798,11082.309,76982.872,3743.302,2055.518,760143.141
"44",2011-02-13,47.0158333333333,693923.146,74383.21,6559.177,154643.476,77742.802,9256.183,1604.227,7770.368,101993.819,181771.274,12237.394,1183.897,10937.291,75691.063,3645.112,2022.455,721397.106
"45",2011-02-14,45.3791666666667,837839.789,87476.101,9867.014,154918.58,105660.556,9785.475,2848.268,8995.303,134524.872,236498.517,14914.612,1008.124,10545.545,90930.776,3435.4935,1996.4205,873403.545
"46",2011-02-15,47.385,867723.489,103919.107,14112.5,155467.406,127458.664,9289.411,2971.193,9187.637,180852.957,177230.68,4798.24,594.395,10343.657,93558.535,3632.954,2032.808,895445.381
"47",2011-02-16,43.6041666666667,862550.519,95534.162,9070.551,155357.328,106482.935,8997.838,3872.717,8605.318,130544.347,256060.172,9985.222,1363.684,10093.75,92437.348,2764.1025,1965.7315,893117.819
"48",2011-02-17,43.7645833333333,867483.546,99097.649,4244.591,155319.462,89799.072,9396.134,3370.843,8192.17,143075.781,248025.586,14389.486,1572.747,10369.991,93867.599,3570.2655,2000.1255,886294.337
"49",2011-02-18,47.5916666666667,844064.852,101318.373,6257.094,155040.562,87801.882,9738.254,3107.3,8519.115,170063.389,186763.513,19272.385,2096.709,10846.866,94730.428,3748.019,2102.765,861381.493
"50",2011-02-19,50.51,753137.634,108623.675,6773.074,150865.069,73629.262,9487.583,2632.049,7850.009,186833.848,88983.101,8821.956,904.572,10459.106,78742.248,3800.2655,2130.2365,740489.792
"51",2011-02-20,43.7233333333333,678337.36,101411.687,7035.129,155115.082,55976.542,9218.278,1495.6,6422.04,90353.238,164082.046,17046.435,2467.901,10417.249,77834.87,3652.958,2019.675,704501.837
"52",2011-02-21,44.4741666666667,813126.936,94439.408,9815.004,154800.633,53872.64,9366.567,2002.128,7696.48,107486.878,291792.964,15993.94,3033.209,10345.746,92319.278,3740.83,2098.774,858782.362
"53",2011-02-22,43.55125,813497.635,108307.001,13376.622,150432.917,51213.982,9349.761,2141.932,8167,120260.29,272771.089,17029.469,4353.72,10329.751,91469.206,3750.5995,2129.8825,865065.132
"54",2011-02-23,48.7904166666667,792264.423,127017.865,6567.993,147075.838,84450.639,9247.346,2049.878,8623.278,177950.277,130304.278,22041.11,6023.185,9890.234,87017.051,3572.5455,2180.2465,823980.147
"55",2011-02-24,49.0666666666667,790552.849,125240.786,4432.737,146940.783,103801.568,9794.622,2164.71,8502.136,194387.336,83204.972,23028.193,6168.63,9847.799,91395.424,3756.377,2151.218,814783.101
"56",2011-02-25,49.4275,780618.433,119144.314,4359.05,146930.059,100985.73,9361.767,1540.504,8143.564,178309.508,83670.142,23956.222,5675.98,10281.312,94635.584,3664.9415,2163.1505,792784.486
"57",2011-02-26,46.9983333333333,698188.612,106348.506,6348.086,146762.044,77965.888,9262.609,1366.439,7506.61,88429.162,155340.797,21053.129,4395.923,10340.712,78236.493,3735.767,2094.613,719136.861
"58",2011-02-27,39.05375,643617.356,99112.503,10036.163,137991.229,65176.727,8924.918,1325.64,6569.994,45108.454,217895.959,18559.148,3054.555,9880.955,77511.514,3664.9005,2070.3345,706834.519
"59",2011-02-28,45.3733333333333,786009.348,110887.369,6390.947,143047.115,84245.918,9378.458,2427.126,8414.212,83288.615,256765.307,20164.069,5121.82,10229.446,93032.989,3667.143,2036.078,839067.054
"60",2011-03-01,46.855,838913.4,130740.958,11467.92,147484.909,107940.266,9416.528,1974.068,8439.485,114221.208,213188.5,22200.479,5016.551,10430.282,94683.467,2850.86,1243.455,881269.374
"61",2011-03-02,45.5179166666667,857398.479,128707.912,10527.443,147765.59,106222.948,9405.924,2220.946,8725.37,151331.979,209199.254,17201.865,4088.668,10341.304,93931.053,3067.559,1401.647,904108.62
"62",2011-03-03,49.36375,872249.28,152879.68,10041.699,151573.749,120403.363,9346.273,3340.95,9016.236,190109.475,123613.876,13751.755,2956.797,10499.36,93835.852,3070.058,1544.92,895970.996
"63",2011-03-04,49.2295833333333,872085.294,154513.968,3401.022,151486.727,127653.186,9741.524,3758.834,8856.785,201630.241,110132.196,9781.949,1582.534,10747.008,95337.417,3316.8615,1626.8465,893535.184
"64",2011-03-05,49.0095833333333,751944.163,121594.067,1570.661,145191.838,66994.88,9645.897,2166.24,8680.44,186628.264,100989.801,16637.988,1349.846,10341.843,78498.563,3048.6055,1470.3385,754761.366
"65",2011-03-06,49.3475,678996.841,111548.927,4712.303,148252.16,74582.753,9320.158,1896.441,8204.677,150292.535,57100.784,20532.654,1030.716,10064.368,77687.66,3241.8785,1535.3495,679954.705
"66",2011-03-07,49.7191666666667,798628.543,120616.91,4733.868,152869.009,86282.881,10021.255,2441.474,8926.847,161053.352,120791.146,22765.871,2870.311,9804.553,92066.867,3427.315,1780.361,800416.386
"67",2011-03-08,47.0404166666667,826503.957,109496.859,8341.855,148829.27,78150.116,10020.529,1942.944,8789.942,146802.703,236910.023,9667.626,1212.448,9878.849,90505.11,3615.2375,1938.6795,866071.288
"68",2011-03-09,46.5033333333333,837593.548,132322.889,9391.455,136906.116,97039.72,10297.043,2777.438,9216.206,187683.756,145798.561,9475.275,834.918,9814.788,92600.189,3340.588,1942.343,849395.47
"69",2011-03-10,50.28125,826068.364,132773.323,5161.113,135781.056,108840.807,10058.621,1351.516,8845.362,204825.618,98958.218,16308.087,1131.303,9716.681,94095.87,3501.908,1925.912,833229.884
"70",2011-03-11,49.3920833333333,830681.753,122159.719,7061.751,136899.192,105499.548,10184.169,2301.356,8959.224,184077.391,153964.218,8513.226,815.008,10162.432,94657.979,3479.0985,1803.5965,850509.529
"71",2011-03-12,49.0745833333333,735543.312,136660.565,7297.202,151279.72,98333.538,9836.097,2253.334,9066.832,144115.479,88593.763,9874.189,1407.442,9985.904,77372.992,3409.076,1721.291,751168.035
"72",2011-03-13,46.915,660604.3,121384.123,1991.799,151995.88,100829.56,9439.303,1593.591,8267.906,115199.278,62408.885,14379.148,1167.206,10420.544,77582.042,3342.04,1662.017,681618.822
"73",2011-03-14,49.205,806162.853,121638.888,2404.84,151577.249,114371.577,9677.278,3903.31,8849.595,137362.943,166853.908,7208.539,619.433,9390.533,92190.006,3280.571,1652.549,830903.624
"74",2011-03-15,49.2404166666667,820875.804,124351.692,8227.472,151426.318,124776.601,9521.509,3284.265,9512.478,127045.738,157536.901,13688.62,2175.364,9598.766,91199.911,2824.3965,1263.3865,836328.323
"75",2011-03-16,41.5404166666667,821400.582,123736.047,5644.418,151312.187,95074.692,9962.134,3059.477,9124.272,100764.498,271174.259,14631.202,2948.186,9498.58,93621.341,2471.0185,830.8825,893762.473
"76",2011-03-17,41.845,796021.078,130971.128,6978.071,151137.406,113506.32,9738.646,2834.233,8754.47,103664.686,204810.058,20433.355,3385.187,9803.512,94758.964,2391.982,862.799,863965.457
"77",2011-03-18,49.5129166666667,774556.089,138401.765,10729.846,144795.488,120314.604,9747.833,1606.591,8637.308,126953.537,115327.238,27120.911,5456.643,9759.647,96448.407,2444.2555,879.4975,818571.789
"78",2011-03-19,49.3483333333333,672318.077,117485.847,8093.394,129164.283,96526.656,9542.236,1445.266,8828.914,89375.492,133280.993,26942.64,7255.56,10053.181,80943.185,2450.046,821.967,722167.471
"79",2011-03-20,46.1933333333333,620385.244,109550.686,6093.156,129184.088,97611.831,9042.45,1008.815,6997.649,76713.567,117959.067,27462.829,7302.782,10145.514,78913.165,2483.6175,857.0465,681284.174
"80",2011-03-21,50.7166666666667,761076.573,107441.319,11297.321,129240.843,123174.833,9720.523,1651.793,8664.253,126326.339,154549.267,22986.501,6648.608,9716.069,94703.929,2516.5465,898.4865,809501.39
"81",2011-03-22,47.9941666666667,786184.475,109736.675,9536.773,129459.502,90540.664,9680.457,2490.488,8413.58,129549.299,194139.223,17500.307,3783.109,9759.052,95647.118,2448.581,866.397,813518.028
"82",2011-03-23,45.1875,800892.353,106284.781,7655.952,129376.817,86124.952,9835.629,2180.959,8508.25,118776.615,262598.185,14122.661,3564.797,9656.755,93820.812,2406.838,882.845,855762.751
"83",2011-03-24,42.345,795389.835,113323.337,10237.636,129503.237,86633.325,10060.512,2091.049,8778.969,143792.684,238147.926,14503.655,2653.346,9282.284,92989.012,2466.489,855.453,865292.527
"84",2011-03-25,48.1354166666667,778606.729,124309.365,12380.486,129481.775,105837.163,10041.73,1488.84,8435.587,185115.643,108113.17,16313.444,2413.316,10060.648,94577.496,2536.334,900.476,811980.556
"85",2011-03-26,47.8458333333333,686670.255,128739.225,6146.436,122512.009,85454.641,9262.326,2085.638,7726.521,124040.624,112854.718,18720.232,2713.53,10000.985,76329.568,2598.364,1007.646,710149.061
"86",2011-03-27,24.40375,605054.689,87715.707,16773.513,123456.212,40413.857,8177.302,1144.982,6369.371,49711.515,230472.197,17462.485,2467.712,9168.422,72531.015,2567.212,958.068,669348.917
"87",2011-03-28,44.9779166666667,755234.322,146137.68,11430.445,129416.496,93267.331,9008.373,1340.53,8029.556,121344.949,157881.922,18451.693,2806.761,8781.847,91658.305,2696.286,1085.552,803300.046
"88",2011-03-29,45.6345833333333,769209.51,142335.096,5411.088,129166.379,121994.196,8948.675,1611.753,8115.449,137884.068,144556.658,18070.981,2282.065,8614.205,92717.324,2616.646,1189.094,825474.817
"89",2011-03-30,44.50625,769475.568,143566.381,5113.252,128805.755,115463.424,8967.288,1542.64,8179.471,126011.935,157821.667,23055.655,6486.744,9132.929,92677.214,2665.9885,1157.5795,830611.484
"90",2011-03-31,48.7875,753622.173,159237.757,4493.941,128899.949,117427.221,9588.96,1846.183,8667.662,149680.436,66816.251,26895.047,8030.276,9552.79,93234.115,2752.2265,1293.4355,788351.987
"91",2011-04-01,44.0033333333333,739283.981,141466.833,3165.757,128870.535,97857.076,9415.148,1745.441,8762.616,81957.768,144306.754,28367.945,8296.45,9473.998,93062.149,3347.3375,1567.5275,761618.996
"92",2011-04-02,47.8645833333333,651742.878,140668.884,11854.027,128915.463,83647.458,9130.92,1521.57,8170.56,73757.132,129311.682,19756.665,2236.565,9936.84,77525.943,2867.988,1192.866,700452.834
"93",2011-04-03,42.445,605901.255,134519.669,3355.386,128785.784,69104.807,8765.614,769.639,6474.152,65845.034,108219.416,8560.531,1205.433,10349.096,76672.596,2890.573,1154.195,626630.134
"94",2011-04-04,47.1991666666667,724924.426,151874.014,9480.993,128763.695,116978.035,9360.984,1100.862,7474.55,120484.898,80985.4,23587.357,5209.498,9998.647,92523.215,3105.046,1453.823,762341.926
"95",2011-04-05,47.9466666666667,736422.05,139814.546,8322.915,128717.588,126062.726,9716.054,1176.633,7095.394,154050.183,79909.61,22365.233,2981.984,8956.415,90098.816,3609.883,1955.962,784792.276
"96",2011-04-06,43.9175,739279.772,136582.525,5502.886,129581.124,105754.983,9604.144,2015.995,7127.05,128326.051,127760.743,21364.93,2355.12,9102.78,89654.794,3635.5755,2027.7615,780358.101
"97",2011-04-07,47.125,732198.394,132453.375,6017.437,131286.361,120754.217,9476.395,1593.33,6866.589,156022.449,81760.417,26310.349,4581.774,8960.252,89566.99,3828.9925,2064.0335,781496.661
"98",2011-04-08,45.9820833333333,735235.101,137399.019,9584.679,139135.952,118193.556,9738.569,1393.543,7143.232,156121.114,52672.975,27081.216,6757.488,9696.721,90762.059,3852.0355,2043.1035,771534.859
"99",2011-04-09,45.76375,648442.801,133132.213,5743.236,145613.676,61107.662,9035.041,1017.581,6516.063,91526.521,99756.079,27560.972,6118.392,9884.334,73596.566,3775.439,1948.392,676292.151
"100",2011-04-10,36.9383333333333,592949.064,111326.421,9673.018,150865.083,26295.416,8384.973,1162.076,6183.634,52753.655,171031.999,26227.026,8124.879,9452.456,71484.25,3599.794,1798.616,658323.032
"101",2011-04-11,44.5025,717889.055,118400.58,9445.491,152983.246,58632.063,9229.117,2289.609,7312.385,85022.323,191878.106,26201.387,8413.944,8693.928,88086.211,3815.3435,2069.0885,772430.228
"102",2011-04-12,37.1970833333333,734044.366,108219.975,8920.991,153452.78,78505.65,9031.349,2941.15,7772.958,83608.969,199416.748,27430.951,8182.314,8822.773,88964.927,3984.424,2262.391,791479.211
"103",2011-04-13,49.01625,730789.487,129186.283,9605.751,154299.473,109902.463,9263.67,2393.853,8471.004,144521.388,78526.858,28352.315,8173.212,9323.414,90322.477,3705.4775,2279.7865,788288.773
"104",2011-04-14,49.0854166666667,733161.827,120637.706,7354.465,155379.911,121007.481,8725.288,2707.422,8854.701,143445.083,90834.123,27371.858,8386.32,10111.425,90376.188,3919.4325,2297.8415,801368.274
"105",2011-04-15,44.42875,732740.61,105214.685,1993.822,156284.681,93584.294,9412.461,1736.42,8976.543,90645.154,158474.763,26160.721,8015.503,10280.611,93364.016,3979.9365,2253.0525,770335.32
"106",2011-04-16,43.0641666666667,654129.791,105445.229,5257.28,154167.161,71542.852,9554.709,776.943,7637.478,60818.716,166149.543,23683.522,7114.134,10762.661,77226.965,4008.4455,2238.1745,706343.689
"107",2011-04-17,42.66,588087.302,92775.586,4326.297,156442.913,69795.588,9084.407,971.289,7597.782,65121.928,111854.129,27522.081,7697.776,10532.691,76425.712,4054.0365,2266.4365,646429.257
"108",2011-04-18,46.9333333333333,699179.737,108863.545,5302.562,156473.289,95170.415,9554.3,1525.222,8247.988,97869.87,133929.191,23805.511,3513.201,10555.16,91774.038,4015.073,2258.931,752818.199
"109",2011-04-19,48.5495833333333,714249.565,123925.832,10928.007,156544.63,103663.264,9970.845,1478.753,8312.873,120571.716,106212.089,15231.815,913.426,10398.143,92015.343,4016.794,2273.7,766417.082
"110",2011-04-20,48.67,699445.683,117863.645,8368.502,156578.603,74787.066,9721.376,1459.713,8297.664,130965.052,130355.401,17768.413,1399.023,10303.744,91342.619,3808.1735,2096.7395,765074.536
"111",2011-04-21,45.1008333333333,603833.295,97465.415,6753.991,156555.043,59609.967,9453.971,690.107,7063.125,77199.639,147034.223,11805.828,832.645,10603.589,87061.967,4000.5425,2236.6395,678326.592
"112",2011-04-22,39.8041666666667,557697.103,109255.464,8426.856,156547.902,51175.467,9283.631,357.267,6145.445,76351.104,94127.846,14800.235,1049.368,10490.685,82806.346,3847.704,2152.426,626777.297
"113",2011-04-23,48.8154166666667,581223.342,119076.897,6473.42,156468.377,55650.345,9282.673,524.856,6722.056,113552.211,40583.253,16020.994,652.965,10436.819,71752.366,3934.8155,2146.8915,613239.564
"114",2011-04-24,41.5695833333333,552420.85,88458.36,3427.862,156445.458,42424.108,8985.441,821.554,5774.584,64730.254,104398.424,17018.807,2429.962,10240.379,71203.694,3915.988,2153.849,582388.979
"115",2011-04-25,42.0641666666667,621969.817,93684.089,4768.454,156218.17,55381.691,9306.068,1458.75,7989.918,70483.785,126264.298,19031.188,3826.015,10232.794,86135.119,3811.1635,2069.3415,650620.472
"116",2011-04-26,47.5625,699876.264,98451.008,4499.906,155840.314,98227.081,9052.91,1508.389,8525.688,89360.809,145929.862,25156.783,5883.628,10157.182,89481.353,3921.5225,2205.6425,748159.984
"117",2011-04-27,47.9529166666667,712548.893,97928.128,4771.546,155444.853,118291.145,9295.498,2001.42,8676.917,93511.221,118110.475,27888.046,6371.955,10865.9,90239.021,4024.824,2184.252,749563.781
"118",2011-04-28,49.6279166666667,714337.589,112496.319,5066.512,155017.328,118771.65,9156.438,1792.735,8044.877,131210.228,84494.903,26243.833,5720.027,10838.017,90534.783,3737.2885,1938.9585,765021.09
"119",2011-04-29,49.77625,718151.427,122737.284,8157.153,155040.1,122941.307,9211.535,1663.109,8559.704,141196.083,65760.487,14215.034,753.644,10861.481,90932.545,3742.287,1972.122,757700.38
"120",2011-04-30,47.9291666666667,636041.637,108614.466,4977.672,153357.815,100901.895,8951.063,701.18,7635.516,100380.869,54409.034,14802.086,638.476,10939.514,74978.303,3483.888,1705.195,646432.718
"121",2011-05-01,46.265,553106.089,107164.289,3356.245,144163.165,43121.865,8362.143,546.553,6024.06,76716.441,70898.083,20719.075,1490.178,10644.895,68934.352,3172.6085,1540.7095,566812.826
"122",2011-05-02,49.5108333333333,638821.664,115740.495,6462.597,143691.25,68817.531,9227.209,1947.444,7131.193,131986.063,49315.594,17629.345,1438.471,10487.212,85614.682,2747.261,1053.176,653249.252
"123",2011-05-03,49.9166666666667,713170.701,108231.049,2678.959,143269.325,86245.318,9373.81,1923.802,7013.442,146510.107,88012.749,23037.232,4451.327,10312.744,88310.778,2613.0735,967.6505,722909.206
"124",2011-05-04,50.8733333333333,723353.98,107210.561,1149.564,142108.65,116637.41,9305.104,2654.843,5897.286,159695.085,55190.793,26624.601,4830.378,10374.468,88249.312,3327.3735,1622.1475,734836.384
"125",2011-05-05,52.9370833333333,726615.302,105214.778,1472.346,120421.412,128765.819,9326.333,3137.83,5912.805,167008.005,54030.091,26777.489,6402.658,10516.017,88628.629,3220.6105,1620.9515,732413.624
"126",2011-05-06,49.785,721232.78,88511.384,5025.655,107139.802,91754.049,9269.771,2122.061,6816.863,114213.199,193786.211,22347.137,2434.546,10470.251,89901.984,3273.001,1612.715,748637.469
"127",2011-05-07,43.805,643463.79,89275.115,8304.015,93508.408,60873.342,9205.395,997.866,7155.158,79200.218,206020.742,15531.95,2791.725,10622.564,74488.324,3358.1735,1610.3955,662902.335
"128",2011-05-08,44.6008333333333,577050.678,98377.421,7202.668,95806.344,59775.665,8531.035,551.411,5404.956,78056.828,114968.165,29785.209,7442.275,10729.195,73356.957,3337.375,1593.217,594878.018
"129",2011-05-09,52.2220833333333,706545.974,114192.537,4176.865,95031.662,118421.145,9239.13,1096.376,7026.62,142570.604,67296.97,30031.116,9009.771,10751.712,89323.577,3224.5035,1602.2195,702952.754
"130",2011-05-10,48.67375,728325.277,108257.3,3330.505,95632.002,103287.234,9493.23,1394.246,8593.185,143281.34,122227.879,29788.159,9109.764,10507.741,90152.85,3256.717,1576.461,739849.222
"131",2011-05-11,49.3541666666667,732314.727,103223.319,3574.338,114314.945,118798.581,9496.8,2002.038,7985.932,162993.557,105960.779,25194.778,4857.221,10099.582,88774.363,2774.3715,1170.3335,761190.659
"132",2011-05-12,48.085,732970.106,92360.071,1666.749,121063.17,131895.128,9650.271,2383.946,7468.239,154505.812,121030.663,23231.412,4040.528,9609.191,87963.594,3254.2845,1627.7765,771720.349
"133",2011-05-13,49.3041666666667,729702.823,99947.778,3942.071,121105.684,127000.171,9737.525,1542.882,7841.933,164921.413,82563.997,23504.803,4853.548,10491.311,88636.384,3009.8245,1634.0645,750695.787
"134",2011-05-14,47.7645833333333,657056.703,95585.207,6762.217,121080.668,56413.449,9375.274,1414.979,6923.617,79379.615,163903.122,24898.075,6768.857,10818.666,72262.934,2108.1275,1623.5865,659280.685
