,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,1900983.6180000002,1701585.0289999999,1570380.125,1477227.5810000002,1592990.8989999997,1517509.0920000002,1597703.1840000001,1552263.88,1319196.4730000002,956378.336,1823173.2049999996,1714399.931,1834783.1369999999,1570745.0579999997,1607532.407,1527200.175,1606803.0890000004,1594640.893,1712612.0880000002,1675208.873,1687509.2,1564262.9679999999,1720515.423,1771743.3879999998,1819543.3099999998,1644704.799,1722436.8719999997,1532152.6570000001,1475528.378,1531111.3140000002,1706848.578,1665834.1900000004,1460264.0250000001,981694.054,1296018.08,1791420.9779999997,1840783.0520000001,1695117.63,1793773.949,1679297.4959999998,1669109.801,1624772.4729999995,1654113.815,1572873.909,1626765.8760000002,1692561.5610000002,1947542.401,1820353.206,1945879.838,1474171.6890000002,1577169.1439999999,1436973.2519999999,1530704.743,1556078.555,1407856.379,1380975.6600000001,1208427.193,824386.2889999999,1043751.692,1674560.3900000001,1571420.6039999998,1435909.7380000001,1807094.895,1590690.0270000002,1604949.0509999997,1490043.0799999996,1519347.256,1489440.1739999999,1393541.408,1686181.073,1754847.2839999998,1779952.4,1832785.7380000001,1628170.471,1715042.499,1694408.3649999998,1671014.3309999995,1550611.3519999997,1627694.5679999997,1578253.0420000001,1525963.7820000001,1555169.634,1133918.41,1355861.9070000001,1626619.099,1485012.1479999998,1506506.3730000001,1230990.0580000002,1407273.582,1617535.6730000002,1726398.21,1635982.283,1694614.007,1708440.6310000003,1601371.1120000002,1878265.2020000003,1743532.44,1357572.777,1484691.8530000001,1398989.9610000001,1449130.492,1509252.1949999998,1556147.393,1587338.1870000002,1389846.504,1516231.4999999998,1402588.7429999998,1530887.1940000001,1826756.8630000001,1456592.467,1161222.794,1090899.051,1528630.045,1742129.8360000001,1795226.1579999998,1694267.344,1645919.375,1758698.16,1676243.3070000003,1536576.356,1555957.4370000002,1393945.9759999998,1611565.1449999996,1667654.3490000002,1581574.354,1535453.6020000002,1615688.729,1666669.907,1368268.0790000001,972325.9619999999,1152859.3239999998,1633825.0530000003
Demanda,2331743.567,2110489.5530000003,2135272.259,1941958.478,1994619.804,2016501.267,2424151.795,2219507.704,2108434.768,2114148.313,2153516.951,2277450.306,2282883.885,2080950.273,2112130.1109999996,1925174.447,2014115.0500000005,2112826.2800000003,2401734.9280000003,2248847.655,2273008.304,2082078.545,2056801.985,2222913.1859999998,2391973.644,2216907.15,2192369.9999999995,1955264.817,2085205.931,2221761.81,2740927.677,2340351.6760000004,2158893.7800000003,2075797.798,2095793.294,2197422.8599999994,2267972.1570000006,2190976.2049999996,2235786.835,2052173.9219999996,2096603.086,2226321.5729999994,2530507.6459999997,2358992.2660000003,2314035.83,2123283.92,2162904.598,2228872.717,2462847.8419999997,2093499.4160000004,2167073.675,1941065.855,2109200.799,2350195.207,2605330.481,2404961.984,2180200.835,2107776.637,2175705.603,2356362.909,2345787.1440000003,2285239.07,2298767.1530000004,2038011.523,2131183.033,2226984.9149999996,2664231.95,2488817.0069999998,2272548.357,2105103.0119999996,2190444.9,2193336.6350000002,2510836.6629999997,2134019.4250000003,2164887.6799999997,2082313.3919999995,2123696.8850000002,2173952.9570000004,2732096.081,2443273.028,2226532.9050000003,2186210.866,2209449.199,2222962.963,2508069.037,2121198.841,2101279.181,1658367.752,1827469.3310000005,1973106.0750000004,2517075.658,2431482.847,2160161.801,2092023.643,2119833.626,2351728.8270000005,2541784.95,2020604.1169999996,2252014.427,2051278.8240000005,2055062.999,2166490.181,2560090.744999999,2405188.279,2264075.5280000004,2082354.219,2207275.1689999998,2263430.835,2417389.067,2144520.2060000002,2335792.4910000004,2024695.8499999996,2113915.981,2344921.747,2701484.131,2534005.265,2288727.2290000003,2033801.5170000005,2008538.7030000004,2108159.718,2319028.6440000003,2266531.714,2136405.064,1865754.779,1991273.702,2142849.4760000003,2702938.541,2474917.233,2135414.8479999998,2051000.8239999996,2111224.822,2169307.101
