,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,136511.226,137969.66100000002,154809.491,155291.18800000002,145387.25,136477.414,137193.588,129230.047,125520.984,121469.74299999999,122495.012,127998.946,124010.56999999999,114510.90400000001,132286.81699999998,120995.10699999999,100433.63500000001,98906.117,94762.911,106290.805,100951.51200000002,101617.217,91451.407,115641.18299999999,101057.821,98476.89600000001,105596.87700000001,98463.693,96987.60900000001,101633.843,105246.617,101747.58499999999,102721.677,98357.97899999999,95829.50400000002,95807.65299999999,90257.40300000002,87468.78499999999,95444.08299999998,101946.05199999998,126407.916,107042.17800000001,110103.734,109442.03700000001,99882.39,97800.515,96654.446,102937.302,106669.515,116617.04699999999,114549.13799999998,104292.58499999999,108891.70499999999,112337.17199999999,113263.812,101901.676,104161.24399999999,84630.797,82198.237,77079.24,77101.83899999999,75045.063,96661.061,114345.52600000001,115372.279,101198.625,99291.87299999999,114848.16399999999,105691.728,122885.318,110611.389,118256.18599999999,118924.054,101997.63500000001,109193.397,122296.39300000001,122707.00700000001,117132.727,107529.51199999999,105730.53400000001,105850.30599999998,113619.273,118002.678,119046.34,103950.358,107826.59100000001,116944.71100000001,108329.445,108849.84100000001,110610.021,115236.64199999999,115579.004,97120.43000000001,93678.965,99534.752,112812.44199999998,114756.68500000001,124915.33600000001,133693.05599999998,91876.23100000001,98330.569,113948.41900000001,122626.369,107400.88199999998,100426.274,111600.09900000002,108818.62,105711.40099999998,101542.671,89851.28399999999,107367.635,90809.476,97883.875,93086.87600000002,93278.218,57314.198000000004,55018.462,50788.553,46694.35600000001,54617.22,74281.963,83070.997,82362.79899999998,75922.91399999999,89544.45099999999,89399.74999999999,85712.619,73456.292,71243.37400000001,71941.963,69822.555,72083.137
Demanda,2891002.527,2595560.547,2600432.394,2325172.2260000003,2246814.627,2227970.521,2588329.982,2372558.162,2226990.476,2256704.242,2478442.346,2789666.358,2752590.443,2507411.899,2461423.3639999996,2134916.543,2157510.0270000002,2202676.253,2396130.641,2266697.265,2267689.017,2227555.2240000004,2337522.983,2654743.9280000003,2785644.732,2543195.794,2446457.005,2120817.0100000002,2197378.236,2348360.395,2821408.312,2324268.317,2135972.717,2197706.9379999996,2312518.2550000004,2557614.574,2626001.248,2539186.23,2522750.8170000003,2297628.125,2180629.261,2299542.753,2561135.859,2393854.955,2300602.2090000003,2187078.493,2419424.922,2564376.142,2783035.02,2387351.039,2412638.71,2057255.208,2204818.892,2535147.644,2509808.13,2367768.094,2149871.748,2175648.597,2372347.3000000003,2637876.8200000003,2705345.48,2521068.525,2579762.9420000003,2259062.2939999998,2139400.291,2248616.61,2437930.2890000003,2391298.9,2276573.924,2233308.499,2421740.233,2553858.2309999997,2744878.748,2356460.7939999998,2350064.364,2217591.032,2149296.9570000004,2281728.415,2651654.285,2274433.692,2149610.6279999996,2267264.364,2467031.06,2545189.886,2737334.364,2357438.71,2268882.296,1825502.09,1855359.252,2019611.065,2525218.389,2202008.892,2067050.074,2184994.5609999998,2296506.8899999997,2569037.9050000003,2740894.826,2262499.8960000006,2378553.1429999997,2130429.496,2107378.281,2166515.997,2347371.347,2259789.2800000003,2072075.097,2075335.099,2386503.737,2507655.755,2601492.321,2254452.384,2460329.907,2137449.299,2142773.857,2299053.45,2624940.2970000003,2326421.743,2085897.221,2033792.641,2181937.96,2372841.663,2582358.518,2327725.935,2263504.5409999997,1897375.066,2003089.516,2155234.5469999993,2466404.805,2325845.496,2038410.394,2139191.997,2329303.399,2584500.3319999995
