,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,1360417.671,1409533.212,1211088.3930000002,1240782.857,1583328.9099999997,1633480.4179999998,1594342.7939999998,1350000.541,1371180.49,1262877.1069999998,1470631.8060000003,1387405.229,1282252.954,1016608.404,1185031.7520000003,1291776.799,1521566.933,1560232.7300000002,1574249.026,1417508.2359999998,1300818.975,1441732.5550000002,1258159.4540000001,1825262.2910000002,1538155.5510000002,1287345.316,1292182.0520000001,1225475.1300000001,1340997.1169999999,1470959.599,1529945.586,1283999.721,1226475.83,1148038.6700000002,1261881.237,987487.795,1072322.949,1074188.511,1263165.8600000003,1155307.922,1296014.966,1047146.458,1240346.986,1183540.962,1168886.0019999999,1198514.317,1421017.365,1285519.8930000002,1689971.846,1261150.935,1123337.1790000002,1206267.17,1231392.211,1317670.8290000001,1917124.7600000002,1657232.8100000003,1173500.818,1280061.98,1493011.1460000002,1383419.168,1268764.615,1500498.614,1287907.844,1167406.592,1380381.5969999998,1472036.81,1398986.122,1182324.431,1218202.639,1207818.302,1073349.888,1039967.464,1543110.852,1013621.8659999999,1043830.839,950153.816,1330609.257,1162829.887,1515605.7440000002,1251372.773,1205196.2179999999,1324897.9740000002,1612750.5860000001,1397801.2280000001,1261165.007,1121353.264,1473767.3749999998,1236166.4400000002,1447462.8949999998,1611948.304,1960833.704,1810930.2910000002,1652018.4370000002,1561007.208,1171065.831,1744546.527,1911142.287,1441806.321,1853213.8660000002,1497960.1699999997,1579899.188,1377884.1469999999,1650306.249,1418761.265,1141169.057,1337050.309,2363394.7849999997,1905642.595,1811211.245,1928696.198,1756455.024,1958876.7920000001,2038179.202,1861854.4670000002,1794447.986,1654864.643,1513408.7429999998,1173880.602,1679709.0210000002,1225271.906,2090890.1780000003,1459956.326,2010358.845,1801238.046,2303280.621,1818537.5599999998,2070101.759,1929541.0500000003,1391979.779,1389770.4120000002,2057059.4740000002,1911959.169
Demanda,898060.795,832999.6270000001,864078.744,814430.9150000002,814790.7790000002,800025.2359999996,878547.9320000001,850802.3079999998,823898.2019999999,813542.5879999999,842650.929,868482.1030000001,882108.4759999998,834865.1499999999,868728.2950000004,796593.639,829115.486,821585.8970000002,850999.386,841804.0399999997,851036.0659999999,825477.1140000002,834057.3270000002,850864.4950000005,903645.5120000002,849701.4810000004,904810.7860000005,800756.867,852269.2739999997,848747.2849999996,925582.8760000002,845503.3739999996,826616.589,840095.8860000002,844540.5150000002,851147.6470000001,879275.4589999998,857729.8259999999,900580.3780000004,848672.0620000002,859894.6789999998,846544.608,880755.4540000001,880559.7579999999,875098.044,844021.1649999998,879636.1980000001,876550.48,935721.866,834494.584,899478.9199999999,828524.917,893311.8039999998,917711.2589999998,904284.3650000002,901716.2810000004,857750.5549999999,863165.529,905024.2400000002,919255.4260000002,917058.803,872838.8869999999,934701.8989999997,851930.0420000001,884001.2300000001,860583.9770000001,911048.582,918525.526,884757.0789999999,875089.5720000002,909532.475,870762.7520000001,957420.099,859577.223,931375.4190000002,861851.8789999997,901078.329,887513.7829999998,947768.672,918355.065,880277.4040000001,883069.1140000001,905361.2949999998,875169.7329999998,936969.9540000001,847063.2239999999,845670.0249999999,715893.4990000002,780472.526,800765.4099999999,883086.548,884240.3410000001,844042.2509999998,848048.8210000001,854810.773,873158.2980000002,899098.1430000004,806734.8450000001,901481.2490000002,835504.9110000002,854555.0310000002,881086.4190000002,914403.06,890945.7679999999,857223.6260000002,842280.7119999999,884111.8670000001,895918.585,905738.601,828555.9770000004,863091.4870000001,810692.2169999997,862400.6810000002,892296.2790000002,908696.727,857693.127,818225.4739999998,807511.0219999999,826454.9650000002,828154.9120000002,878380.3690000004,822063.237,843588.5869999998,758289.0950000001,814033.8670000002,800324.2669999999,836873.8279999996,794643.7530000003,759679.2930000001,763862.696,794897.1980000003,812829.435
