,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,2542434.8680000002,2278860.336,2343476.38,1808200.282,1534406.4619999998,1210590.587,1973493.769,1670658.4780000001,1754551.1739999999,1691939.232,2021725.46,1955767.278,2373854.3880000003,2093683.188,2119803.629,1942438.5760000001,1724598.8139999998,1197351.738,1848108.1760000002,1814146.5030000003,1693331.753,1710840.4960000003,1980724.1109999998,2008047.592,2128438.8719999995,2301947.3880000003,2035680.731,1902163.8090000001,1250929.69,1785442.533,2011186.161,1820960.921,1646315.368,1608688.0529999998,1642890.7680000002,1452109.0150000001,2100994.182,2216504.558,2156359.5409999997,1864380.0999999999,1304074.5559999999,1785083.3900000001,1723303.208,1696311.028,1565156.641,1466129.7940000002,1802105.553,1599840.605,2030336.61,1977225.781,1954065.748,1778313.6169999999,1208694.086,1737976.852,1735979.523,1755762.2249999999,1644505.132,1591411.862,1824896.528,2190064.218,2124171.079,1787882.702,2753748.638,2094300.1090000002,1444877.446,1066069.518,1739953.639,1667687.1340000003,1505327.675,1680274.1639999996,1987012.3389999997,1825398.804,2204280.9230000004,1741580.1580000005,1938409.8720000002,2089360.985,1398045.3900000001,1745185.407,1935549.4109999998,1752298.0040000002,1754668.348,1806555.811,2567919.9230000004,1915556.297,1829239.6279999996,1593888.351,2110585.844,1698270.837,1611941.249,1594599.2859999998,2194153.489,2088133.8610000003,2049202.506,2076455.0070000002,1799837.218,2298824.269,2247178.108,1688942.7889999999,1934435.091,1794716.417,1803877.63,1415091.0239999997,2109503.0640000002,1955535.734,1826244.521,1803711.106,2210479.0439999998,2341728.8819999998,2115736.025,1836626.509,2372469.7900000005,2348492.5779999997,1932231.9249999998,1724673.32,2215398.879,2326219.4189999998,2169991.628,2000960.8779999998,2437207.861,2055502.4829999998,2324697.037,2231912.258,2645555.9390000002,2417422.0640000002,2151217.705,1644428.202,2703520.664,2668916.411,2390763.6940000006,2539085.304,2520787.662,2345284.6560000004
Demanda,1064945.6930000002,968570.578,1003695.43,898068.4160000003,863792.3059999999,934504.411,1083909.235,1047742.2650000002,915857.2870000002,859311.6900000001,923788.786,1064499.966,1045902.927,941288.845,998286.1409999996,928421.0540000002,999676.9949999998,958597.0189999996,990866.9970000004,1020732.328,958568.685,850472.464,884390.1949999998,1028859.214,1069550.8399999994,967544.6040000007,964927.0239999997,851270.3599999999,978384.6700000002,954580.6620000002,1127872.1689999998,1036015.7030000002,884880.3040000001,853196.0789999998,878463.136,975417.322,980802.01,958320.53,995224.4989999998,931715.3569999998,887375.4720000002,980300.8210000002,1085040.3880000003,1079734.196,973043.007,875354.5430000001,950983.9790000002,987773.4920000002,1061646.4810000001,916105.8359999998,951526.486,911174.862,962101.266,1018755.22,1058314.0339999998,1084685.9699999997,928824.513,872927.071,919620.776,1027177.2460000002,1042435.374,953026.6880000002,1007616.0109999998,958888.045,967026.876,967550.75,1077120.188,1092087.6500000004,966634.506,928844.406,974321.9669999996,1030942.1149999996,1112346.1340000003,988724.5760000004,1039939.7910000004,931138.133,975360.8900000002,1000327.159,1152988.982,1077388.3820000002,931369.7740000002,944877.518,970712.1279999998,1010042.5549999998,1061533.8429999999,939083.828,988619.5769999998,807391.7460000003,917831.634,964355.8729999998,1173169.2719999999,1114481.3230000003,930478.016,926029.0159999996,918647.4620000004,1018731.8199999993,1064675.9449999996,916023.561,1012109.007,945621.2570000002,983773.982,978293.68,1138124.6449999996,1111553.1900000002,942787.008,889166.1149999998,988074.6649999998,1048655.126,1062483.1130000001,937262.665,967960.9950000003,871579.2129999999,931902.2930000002,1029501.7329999998,1194776.5520000008,1103853.1579999994,936184.3499999997,855856.051,865675.3359999998,956420.8089999998,1027519.1949999998,960424.777,980657.6689999998,918129.3930000002,925696.8460000003,881162.159,1076504.5809999995,1068735.8329999994,880136.855,882347.7579999999,929199.0310000002,1031367.8570000002
