,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,240129.065,219666.47600000002,269654.75100000005,238705.11,210163.26300000004,215744.985,156415.919,126511.053,130576.56099999999,135921.691,138944.892,176678.303,213762.53999999998,171702.326,196052.74599999998,187996.272,160157.403,148069.68300000002,132543.744,123324.31599999999,126766.607,123784.973,119514.08500000002,156885.12,162810.175,147836.613,179390.13199999998,175118.258,152509.461,134768.043,117086.182,130122.51800000001,131833.271,137354.413,103190.70499999999,130814.04200000002,142762.12999999998,155546.826,169801.14500000002,172911.36599999998,147920.55500000002,130797.421,126177.576,114924.00700000001,113461.544,152392.02599999998,164076.372,151003.642,175796.88,174391.489,193046.76,172804.29200000002,151292.48599999998,132878.66400000002,132833.95700000002,123495.921,134422.302,150161.397,177059.545,246872.58700000006,233888.374,203986.89700000006,220415.96800000002,218895.80699999997,166410.555,185605.50799999997,158115.74700000003,167213.988,146595.68300000002,179608.1,149423.10799999995,183487.53299999997,199633.114,216429.045,179039.805,198188.47900000002,204728.91400000002,179927.86699999997,164657.668,161507.766,165849.82799999998,192842.84700000004,214868.622,219704.14599999998,188774.048,143122.93099999998,109484.851,129609.89100000002,132759.318,104475.39599999998,99085.90899999999,122605.86799999999,132617.766,165807.285,134944.99899999998,162747.74,172799.31199999998,169209.55100000004,171184.32900000003,140707.51600000003,143171.433,111508.568,121996.73599999999,120525.21999999999,119960.62299999999,98596.75900000002,142009.548,181583.68399999995,157196.425,127104.26400000001,152143.45,150196.55800000002,159922.05800000002,126808.215,73204.74300000002,77150.008,89714.90899999999,137681.05100000004,121716.82,111963.46599999999,116718.201,142578.169,177295.272,141489.04,152411.11299999998,139779.33000000002,107674.19399999999,101457.233,95567.06499999999,142914.76700000002,132688.75600000002,148714.36599999998
Demanda,381780.48,347417.231,395455.17,371950.663,371184.79,349323.222,366193.256,361008.342,351812.241,354973.728,377422.3460000001,360633.7,343029.447,349413.855,392014.171,365167.354,369082.43499999994,346327.525,353495.635,358955.454,352136.88,368091.155,366360.4470000001,362087.573,374887.914,350424.136,393903.3330000001,348258.86199999996,358305.596,341599.137,360853.149,353605.822,341766.17299999995,348195.08200000005,348327.575,331071.824,297997.119,345011.445,381987.493,368317.682,365297.805,331349.394,338924.912,367394.17899999995,357851.556,354717.595,352822.02099999995,344943.914,381804.591,342001.44899999996,384478.476,364464.997,369259.876,353221.677,355299.079,363861.0180000001,357437.519,375035.208,382867.662,343839.64599999995,360243.957,345533.56,382202.224,357831.05899999995,360579.583,340707.984,362695.1019999999,359222.27800000005,349584.439,356824.25,352809.12,343724.221,376344.812,335609.363,363081.312,358214.10400000005,358357.7060000001,334031.262,349591.35699999996,344327.48600000003,341052.811,347289.235,356017.98600000003,324383.453,341784.053,330739.792,356180.394,287372.93700000003,314378.961,280657.543,319142.121,340134.022,333667.08900000004,351119.216,344154.08499999996,306515.67499999993,301323.586,312051.981,354118.186,334415.53599999996,354486.889,350482.439,345632.751,345589.824,338863.197,328646.412,336095.262,314925.718,310887.00800000003,303920.233,304597.71699999995,317139.9590000001,332926.239,304838.328,325751.303,303304.98900000006,276790.428,288164.299,273224.97,276394.36899999995,299729.033,290159.021,312984.216,292975.495,287156.761,274494.74100000004,277250.287,281320.33599999995,286772.7580000001,295320.22800000006,290151.378,278803.229
