,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,436597.374,435773.505,444013.25399999996,487860.19200000004,488775.722,460789.631,288739.99399999995,419078.606,382065.471,401353.804,519358.187,451964.06799999997,418258.657,355788.98600000003,419664.47,352304.666,424479.68,354324.11100000003,379958.718,343192.286,334472.309,317844.421,363570.01800000004,559299.434,489578.76599999995,458071.276,516216.517,411939.166,501373.537,375153.93000000005,504452.15699999995,367947.341,370399.397,391537.947,385174.824,341940.27300000004,347138.27499999997,422322.056,525608.675,482452.36900000006,457391.049,436738.917,579320.641,575630.6170000001,458131.368,430340.13800000004,488784.5739999999,427749.876,656877.473,496463.91300000006,466580.659,448072.42699999997,304536.798,427169.07600000006,535001.6200000001,476682.65099999995,427432.22399999993,516808.806,573932.2640000001,556835.896,451827.497,506090.04999999993,487038.027,406052.767,435199.64499999996,430664.289,339172.20399999997,455638.677,349272.89099999995,466900.423,397228.736,458080.52,630620.8389999999,480987.18700000003,581947.9639999999,470362.668,587036.799,730280.3589999999,844748.4959999999,731351.501,543634.1309999999,694008.7550000001,605337.463,569164.5249999999,581630.735,456265.63999999996,463857.087,379969.26399999997,438572.845,527062.622,884094.1079999999,746694.409,678903.5800000001,510238.195,473123.60699999996,472854.711,637102.261,503979.54600000003,628654.5820000002,609753.959,496825.796,739807.735,676821.5949999999,732773.487,807495.924,884634.306,1097580.443,865652.4139999999,1068798.724,873424.7189999999,979042.168,624471.834,671503.7909999999,606223.6549999999,875758.9290000001,755739.299,796780.015,753682.909,640126.3129999998,546669.41,587842.334,706135.506,569680.829,514935.79600000003,619399.859,752360.723,781900.162,572624.559,626003.08,490165.4149999999,422075.395,486324.60599999997
Demanda,425589.937,397391.49,401589.864,385948.9719999999,401388.602,381856.99,399801.09299999994,374473.218,384812.728,410002.4929999999,410913.106,403209.97,426554.33,409178.027,419670.41300000006,379414.579,395857.939,398156.041,393721.148,357774.581,403402.9149999999,404629.2460000001,400321.359,393020.542,426410.719,417938.43,424378.663,380280.86,408220.7240000001,410373.79,413823.322,368371.613,389278.394,405082.835,406608.27,393337.0940000001,416668.6729999999,416547.873,421903.58100000006,411674.1040000001,415325.612,416390.256,386757.361,391994.565,419203.471,417807.901,430952.5319999999,404065.58,452567.634,412913.09200000006,440780.588,388606.371,435172.584,435650.273,397030.335,400159.7409999999,413819.0909999999,427926.7219999999,436855.7450000001,411753.3559999999,450314.012,429018.578,447419.669,403494.65799999994,429690.373,420678.757,409460.8569999999,405987.994,423398.13699999993,439097.811,434543.74,407554.216,463542.5209999999,412888.134,439192.257,409324.995,439674.461,431270.89600000007,425913.13099999994,403832.721,424695.64700000006,448901.4580000001,441644.372,408815.5149999999,450763.9690000001,422377.1779999999,407204.579,329918.00399999996,377656.5880000001,387263.70699999994,396242.37699999986,391904.088,419135.9260000001,423452.642,427189.248,409950.116,443553.286,410832.434,437964.06100000016,406589.998,426771.79300000006,422513.31199999986,405159.449,391177.1280000001,423399.212,414220.512,437375.677,421278.97999999986,448017.7479999999,418306.71099999984,451568.578,406001.2969999999,432302.068,438758.9310000001,401347.433,403503.761,417254.5679999999,411935.809,426048.6289999998,389488.5500000001,422325.78800000006,386332.0200000001,408311.8490000001,352477.152,390928.918,389710.809,367563.708,357656.64700000006,390555.067,399617.76600000006,411081.674,388647.20700000005
