,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,618263.506,578414.2969999999,540445.6680000001,417594.725,541140.28,523903.4279999999,587798.211,550853.302,560656.8740000001,456023.93200000003,521373.01099999994,550768.24,484472.1860000001,360734.72200000007,398458.23600000003,367469.46700000006,498674.28699999995,621518.3530000001,599967.6369999999,578648.553,696775.515,590202.863,463515.176,527740.792,542921.1529999999,477512.887,538876.9539999999,430608.664,461214.79399999994,482429.603,723623.362,448654.695,436619.369,451431.926,472838.0669999999,498099.486,468901.5390000001,387508.725,459930.68200000003,376984.374,400024.61000000004,460647.761,445937.72599999997,358352.449,349949.04,542311.6959999999,656408.0880000001,518959.289,538515.7350000001,389211.947,401353.98799999995,367398.035,362293.11199999996,459946.76,601301.5569999999,459543.34400000004,532251.695,522681.075,652520.2400000001,508989.853,472202.17100000003,399295.571,364170.577,405097.55400000006,355970.501,398690.216,402143.634,339622.80199999997,416742.09199999995,485093.556,556253.834,546452.85,549986.611,499667.13399999996,478651.665,462402.305,415137.20900000003,699215.196,856789.621,974307.556,848775.091,923330.9069999999,793510.7319999998,728609.8060000001,586728.8099999999,482046.656,477290.816,504751.1189999999,464542.9369999999,481657.029,663178.025,605702.034,550143.4319999999,441488.12,451682.049,462441.21499999997,482106.845,367145.98299999995,433430.98199999996,603969.0800000001,405139.732,434458.75,543359.1,567476.153,691615.332,680416.8770000001,800872.928,810725.7999999999,976626.69,781805.632,751835.4770000001,630899.918,642833.3620000001,908668.4800000001,990740.184,766206.632,890415.4569999998,883055.9170000001,631180.2420000001,526052.6179999999,355618.9210000001,409175.7720000001,415544.924,367899.07200000004,403118.76599999995,512219.52999999997,522486.799,459847.845,581428.632,414450.52900000004,281892.55,376641.551
Demanda,1541127.0919999997,1453298.9849999999,1489392.103,1416858.7719999999,1410943.4200000004,1314971.13,1240600.169,1119678.025,1347552.623,1426407.8309999998,1460010.6770000004,1330080.662,1482887.713,1438908.5590000001,1558022.19,1354807.239,1415056.8699999999,1405262.202,1331590.683,1104540.6320000002,1392733.0080000001,1484166.8340000003,1471356.878,1357919.227,1565679.7429999998,1509779.461,1567560.327,1381717.7659999998,1443633.165,1418181.158,1346415.784,1171022.4679999999,1383108.038,1449635.593,1431252.7719999999,1319518.4070000001,1469943.556,1448288.188,1453430.077,1395089.4679999999,1365636.943,1317061.111,1233578.738,1086273.456,1318772.887,1343493.618,1435873.518,1345708.9379999998,1539208.7600000002,1358830.5359999998,1513671.366,1292823.357,1413920.849,1385217.149,1298441.168,1120281.101,1334946.0890000002,1408222.64,1466657.4960000003,1391337.419,1484220.721,1469467.2470000002,1488835.994,1356782.6339999998,1431884.348,1391730.912,1331683.208,1137645.576,1351287.545,1432024.8190000001,1444084.295,1313161.963,1566908.5010000002,1349915.466,1438251.76,1324846.851,1412540.9670000002,1320335.3190000001,1321611.713,1067567.8,1313870.402,1401028.409,1440323.849,1327169.2820000001,1464723.239,1370961.6069999998,1354901.5869999998,969319.589,1122317.0969999998,1157223.5659999999,1211455.2349999999,987600.9640000002,1253870.065,1374290.634,1348346.3560000001,1322546.667,1452389.83,1331125.7470000002,1445981.843,1298198.318,1350193.26,1325699.371,1313327.3469999998,1032737.987,1303370.899,1328564.107,1414374.7529999996,1278916.676,1403157.038,1301295.245,1336660.4409999996,1244658.929,1348281.4780000001,1312495.187,1279212.06,996267.6080000002,1229065.285,1277565.0889999997,1277034.1940000001,1200659.8649999998,1361229.433,1297956.77,1377144.7110000004,1161999.524,1289025.835,1266671.4759999998,1171455.814,973859.403,1227685.783,1272749.9100000001,1325295.26,1218576.5170000002
