,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,239067.125,172878.981,133183.114,135272.338,144515.032,125066.89400000001,83148.23799999998,126610.66799999999,119986.93500000001,163198.54099999997,219639.877,269135.42000000004,157137.245,124826.396,140144.984,88100.28400000001,126931.87400000003,136708.515,101632.98199999999,61601.231999999996,105836.948,101915.48400000001,115662.40899999999,197064.30400000003,172322.40200000003,165393.332,147817.84100000001,112983.065,148103.659,136015.207,222522.05599999998,204544.68400000004,165773.52500000002,125188.01800000001,138083.768,131833.922,152021.436,137570.55899999998,187361.534,140231.88700000002,139067.785,206433.97300000003,253525.27000000002,226232.808,218453.98,202734.962,267239.49000000005,163377.22499999998,337328.57700000005,136618.346,185174.84699999998,122337.76999999999,183210.08599999998,248951.42599999998,291024.38399999996,271989.374,234781.968,294124.53,364228.934,293490.36600000004,142447.53300000002,250028.813,173923.121,125139.23599999998,213353.51799999998,328669.441,320646.759,220703.50699999998,122093.71600000001,209940.45799999998,177123.05000000002,109235.98000000001,238617.39099999997,169239.86100000003,135043.139,153745.422,248056.36899999998,241516.20399999997,294644.2270000001,229466.228,200436.13,244743.25299999997,242378.047,184815.31700000004,181851.202,108855.158,119609.939,92483.02799999999,97501.759,72031.02,111453.70999999999,108994.63600000001,226454.64299999998,216479.231,215035.618,241268.72100000002,275839.806,135952.177,155044.26899999997,174623.66,115902.20000000001,209036.71,210413.383,123555.476,121050.79799999998,136012.046,291093.344,213241.54100000003,189622.215,169258.70200000002,212818.454,179047.531,177451.067,126724.697,273756.43600000005,152284.83700000003,214907.54,234247.98700000002,175403.624,217142.336,262939.776,248303.819,176506.681,130549.97600000001,192841.11000000002,98761.72799999999,138216.67100000003,146821.28999999998,189504.457,188006.392,184762.791,225359.09999999998
Demanda,158742.347,144191.13199999998,147648.059,135652.581,135466.65600000002,124894.952,150717.907,132332.09999999998,132217.045,142817.45700000002,145022.573,149378.61200000002,153405.823,140890.35299999997,145850.97100000002,129128.66399999998,132468.13,133648.27800000002,145459.384,131087.50600000002,140818.043,144239.24099999998,140587.778,148364.837,155901.049,146872.16999999998,149748.231,130672.63699999997,134176.512,136539.991,159923.63,133745.782,136483.334,143567.72,144637.78100000002,148082.746,151567.234,147258.341,150332.595,140613.22999999998,137006.3,135919.675,146779.24000000002,137122.29499999998,142068.61700000003,144157.325,147691.866,147239.278,157474.283,138483.354,146902.248,127216.111,139519.108,142736.778,146987.02500000002,137457.16599999997,136743.77899999998,140675.77800000002,146133.366,144106.667,153187.46000000002,143908.785,148671.143,134488.055,136589.071,135197.24,147700.92999999996,139379.09399999998,138154.136,147459.69799999997,145925.11500000002,140688.459,157569.43199999997,137243.52400000003,144513.078,133753.57,134904.53399999996,133645.37,153082.68200000006,134540.513,136656.05,148673.96599999996,145490.168,141234.63600000006,155709.587,139196.214,137102.562,111843.378,117782.56700000002,121000.367,144053.936,133978.303,137621.254,141061.124,139104.195,141654.074,146298.75999999998,129503.33799999997,144652.40799999997,129506.033,130651.02200000003,128050.94899999996,140864.511,130850.03499999997,133323.629,135918.94,140846.24999999997,141258.07700000002,145992.771,132957.081,143230.95299999998,124937.21399999998,129905.97200000002,133780.747,141574.70900000003,131110.182,129983.399,126199.80200000003,128423.02800000003,129424.53000000001,140153.816,128871.54699999996,130347.393,111842.848,119510.63300000002,118142.29999999997,128178.87,127415.39799999999,125107.25300000003,128778.556,136601.63599999997,137907.62099999998
