,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,1010216.2569999998,1265475.011,1993724.043,2259572.6500000004,1909827.2149999996,1988290.177,2186760.582,2018359.9760000003,1843392.344,1802141.781,1573668.564,1026199.088,1076780.8090000001,2166473.4080000003,2158065.815,2021876.827,2067660.9460000002,1768876.6619999998,1590515.723,1680168.1479999998,1759348.6290000002,1772636.355,1724184.7910000002,1716781.745,1725309.3149999997,1642836.197,1785061.514,1727277.353,2126374.2279999997,1426603.136,1940765.566,2020069.722,1884837.251,1476845.7149999999,1733805.7810000002,1595682.194,965758.443,1063639.494,1794797.845,1905181.856,2289547.441,2257859.009,2247026.051,2154365.5509999995,1894680.6049999997,1911822.431,1102109.4,1415316.01,1904673.173,1553884.278,1948402.1060000001,1828630.524,1975673.4279999998,1756672.6169999999,1310155.3830000001,1938218.318,1827034.518,1753754.168,1692244.378,1682301.868,1661821.367,1673048.883,2054739.2180000003,1408118.6570000001,1688423.4080000003,2009972.51,2284293.037,2093388.153,1919391.1670000001,1688267.555,883401.3929999999,1617058.5839999996,1829481.497,1584924.7429999998,1847647.198,1762146.0109999997,1984810.4039999999,2074217.641,2090961.45,1986592.598,1834879.254,1081872.9059999997,1273468.8860000002,1681353.179,1726368.977,1677604.814,1786185.511,1223168.048,1183024.687,1498897.9170000001,2359645.782,2275638.371,1984876.5999999999,1942865.6700000002,1831357.33,1865199.9500000004,1993463.8820000002,1823491.7179999999,1947592.0369999998,1743274.259,2563194.697,2456231.4990000003,2710208.4380000005,2437014.4499999997,2120280.178,2095213.6989999998,1675396.183,1121965.7240000002,1868800.6190000002,2003469.047,2156633.481,2427576.2700000005,2769366.2929999996,2445281.7889999994,2582315.088,2596343.2129999995,2150243.5149999997,1358162.638,1771607.989,2097583.107,2329617.2980000004,2370071.3319999995,2577638.221,2487452.145,2271727.264,2777391.2790000006,2989428.8,2919695.144,2455288.903,2195780.8039999995,2012884.4579999999,2334137.4439999997
Demanda,451182.99499999994,403783.91,412259.79300000024,363412.33299999987,353440.1499999998,367179.34799999994,436739.60100000014,465167.8820000002,416337.66799999983,373209.052,386845.1679999999,422612.388,437647.639,386077.1750000003,372181.6839999999,326020.635,342971.39900000003,366570.9579999996,400374.3670000001,447149.0199999998,399050.28500000015,357967.7269999997,373078.2649999999,415566.5730000001,456054.4759999998,407777.0760000001,393253.8360000002,343621.06999999983,367992.1909999999,399268.59199999995,457673.723,464554.14399999985,397413.1429999997,366363.1009999998,371707.6559999999,393741.06099999975,430131.453,406481.72899999993,409177.90199999977,371030.15100000007,356185.84600000014,388375.0429999996,451198.0390000006,511029.3770000002,431551.9099999997,377232.0290000001,398749.1409999999,422196.7749999998,458153.2930000003,385350.044,395079.0660000001,366472.6190000002,378276.15800000005,439779.7349999998,440624.2900000002,513654.3450000002,412903.97,404810.6989999998,392699.801,435476.692,454690.90400000033,406832.623,427714.3700000001,395382.1070000002,371670.80700000026,386425.132,398805.7810000004,517022.43799999985,454134.43100000033,408719.70499999984,413793.1559999999,436251.14399999985,457953.307,394740.895,388246.93799999985,392573.2799999998,371863.6190000001,390596.367,431889.83099999954,482287.3969999997,429437.981,394986.1259999998,414780.9950000003,416962.3010000002,458471.77,389007.747,394485.6720000005,337487.51599999995,347169.665,385510.52900000056,497827.80299999984,489402.9669999997,422010.6559999999,396197.37599999993,405048.57999999984,428972.18300000014,487003.6730000002,395298.66900000017,425492.43599999975,376617.189,383981.2980000003,405586.4200000004,423714.4880000009,509621.4410000001,414550.0840000005,382150.6279999998,421384.2409999999,429876.9230000002,452699.7840000005,393995.5319999999,422631.123,382740.9870000004,384155.1999999997,382643.63799999934,461530.0460000004,481306.4149999996,378553.39399999985,370772.2559999997,368535.9439999996,369415.115,442676.7220000003,404495.39099999995,398690.3930000003,341259.4009999999,342226.22400000005,380511.2940000003,416618.04999999993,487091.602,372290.31299999985,378116.3609999999,378538.0220000001,418335.7559999998
