,2013M01,2013M02,2013M03,2013M04,2013M05,2013M06,2013M07,2013M08,2013M09,2013M10,2013M11,2013M12,2014M01,2014M02,2014M03,2014M04,2014M05,2014M06,2014M07,2014M08,2014M09,2014M10,2014M11,2014M12,2015M01,2015M02,2015M03,2015M04,2015M05,2015M06,2015M07,2015M08,2015M09,2015M10,2015M11,2015M12,2016M01,2016M02,2016M03,2016M04,2016M05,2016M06,2016M07,2016M08,2016M09,2016M10,2016M11,2016M12,2017M01,2017M02,2017M03,2017M04,2017M05,2017M06,2017M07,2017M08,2017M09,2017M10,2017M11,2017M12,2018M01,2018M02,2018M03,2018M04,2018M05,2018M06,2018M07,2018M08,2018M09,2018M10,2018M11,2018M12,2019M01,2019M02,2019M03,2019M04,2019M05,2019M06,2019M07,2019M08,2019M09,2019M10,2019M11,2019M12,2020M01,2020M02,2020M03,2020M04,2020M05,2020M06,2020M07,2020M08,2020M09,2020M10,2020M11,2020M12,2021M01,2021M02,2021M03,2021M04,2021M05,2021M06,2021M07,2021M08,2021M09,2021M10,2021M11,2021M12,2022M01,2022M02,2022M03,2022M04,2022M05,2022M06,2022M07,2022M08,2022M09,2022M10,2022M11,2022M12,2023M01,2023M02,2023M03,2023M04,2023M05,2023M06,2023M07,2023M08,2023M09,2023M10,2023M11,2023M12
Generación,336432.458,332464.33699999994,339852.945,308355.5520000001,357356.46200000006,366321.34,475152.49999999994,473905.94,398388.11199999996,352935.87199999986,308547.73899999994,348650.72500000003,326166.43799999997,297660.735,325982.55500000005,308084.84799999994,350745.34899999993,382818.95599999995,446262.09599999996,462276.03199999983,422721.208,353529.15000000014,274916.88700000005,328054.2969999999,339440.148,320680.3709999999,337375.87599999993,308521.928,384171.0140000001,399568.814,514566.0419999999,485605.55,404153.7949999999,347718.24199999997,296756.955,313617.86399999994,320673.021,312146.8119999999,337281.546,326087.602,365860.347,408588.911,497594.51999999996,497946.65699999995,460178.678,386929.834,325794.62499999994,333524.1699999999,380728.9970000001,331043.3890000001,330539.78400000004,358130.01100000006,407202.43200000003,464048.52,522492.396,539785.507,420663.303,381757.1370000001,333527.2529999999,367190.645,350350.0700000001,357606.36999999994,371733.2409999999,360349.029,386312.415,427694.45999999996,523749.333,550998.9870000001,470052.0789999999,384149.56399999995,331627.16300000006,309427.44200000004,340540.7050000001,296120.78400000004,314490.85699999996,321977.13899999997,333849.07399999996,380087.6,518298.7629999999,519329.311,419426.72300000006,352761.42600000004,321304.862,302198.0069999999,320308.14900000003,287507.36,291052.36899999995,241130.707,247228.55000000005,267575.30799999996,360586.89,383602.90500000014,287190.28,262169.989,268113.716,298720.995,332673.2130000001,248303.968,282121.95200000005,267789.34099999996,268841.134,394298.272,555391.2139999999,592497.6309999999,506503.5209999999,406415.129,380170.434,403048.19299999997,433757.29099999997,369667.433,411220.58600000007,402632.79600000003,439885.18600000005,539977.468,635333.9540000001,651278.3690000001,524099.461,405440.0580000001,306654.61999999994,319020.64200000005,326630.50999999995,342611.62200000003,332456.55,307691.63700000005,340886.454,421482.63,565789.3439999999,529345.132,435070.17100000003,363589.9689999999,302013.9060000001,305137.24
Demanda,445255.3310000001,423302.57599999977,424149.882,396589.9969999999,441050.4139999995,479132.43800000055,620748.4669999998,631293.8210000002,512266.6380000004,461792.6150000001,394684.0889999999,436606.3140000001,424810.9599999999,384580.4309999995,414232.2060000003,388489.4219999999,436414.7510000005,507695.5539999996,599454.2639999994,627347.8980000004,569550.8369999998,454587.7300000005,354468.82399999973,415844.60800000024,450337.7440000003,432565.002,438112.2709999998,396128.1149999997,449841.4859999998,522860.1020000002,695626.1409999996,655989.6759999997,523712.00999999966,447095.24700000015,368534.6189999995,407166.72999999986,409886.4640000004,403364.00100000075,448748.99399999954,413043.3699999996,471214.69200000016,533332.6700000005,642436.2139999993,650485.3369999998,569439.1249999998,477813.605,384773.3820000003,418652.8370000001,477380.40000000055,395605.4009999999,408891.79599999974,415202.957,482229.85900000023,578281.935,677703.8550000003,706661.7519999994,536767.9260000001,475043.438,403689.18699999986,458957.5099999998,436553.89899999974,457599.76900000015,461730.1159999996,426816.54899999994,475877.506,536318.0949999994,685540.936,704132.575999999,577983.3470000003,476157.14099999995,396695.47799999954,422002.8830000001,477795.703,415344.4030000004,436816.1930000004,446407.91300000023,477010.3740000001,539722.2710000001,719464.8770000007,705099.0730000011,572623.9890000006,490426.9960000003,412701.6959999994,421812.2850000002,456464.04999999993,403435.8569999995,403832.7509999997,321712.01299999986,327175.0740000004,360864.8869999996,528918.585,566318.8599999999,403465.24099999905,368113.4949999998,364441.33499999985,436982.59500000015,470923.62499999994,361715.9770000005,410107.52499999985,378811.1379999997,380442.84700000007,459727.7399999997,601270.4350000004,632604.9420000002,544052.9179999998,444700.6540000003,408606.1429999999,435319.0250000002,464916.6299999997,397169.93500000035,441909.8670000001,436273.855,471932.2420000001,575202.532,702367.0920000002,728931.4049999997,594746.7969999997,466805.443,362646.30599999975,398799.4639999999,450580.641,432345.8839999998,414650.858,405725.0510000005,459648.8699999998,545832.7640000001,734337.1679999997,704354.4230000004,565924.8729999999,495037.45900000026,372781.69399999967,417577.5080000001
