"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",222.796,202.935,135.187,135.544,290.772,284.93,284.783,284.87,290.885,302.22,291.985,304.376,303.396,274.364,299.433,289.012,298.858,281.235,306.372,308.505,294.187,270.276,259.646,275.772,302.963,268.974,303.184,291.012,293.694,294.199,302.025,301.953,294.12,309.281,299.742,307.246,307.662,280.305,309.428,297.272,306.254,299.061,311.605,264.923,280.44,269.734,258.593,268.684,262.545,237.11,263.479,260.033,269.847,270.343,275.071,287.123,267.607,293.598,273.794,311.429,279.432,34.173,309.946,276.123,308.334,294.482,295.596,307.64,288.399,297.373,289.307,296.307,292.916,265.049,298.315,296.753,305.942,276.681,298.419,299.29,282.539,297.947,296.523,299.145,304.314,267.69,299.312,288.387,288.463,272.333,290.301,294.139,291.651,299.756,285.276,299.581,297.621,258.53,282.265,137.806,267.836,282.177,289.726,280.659,277.52,282.507,231.258,155.36,294.213,250.582,296.446,274.072,298.701,281.383,294.361,292.747,288.925,294.009,277.488,288.568,274.975,254.425,290.51,275.807,297.606,283.537,301.866,289.545,289.241,302.935,280.453,305.611
"2","Demanda",732193.363000001,659622.833999999,710430.057999999,696165.883999999,702600.676,682878.853,747655.319999999,767882.085999999,720893.900999999,747649.715000001,710156.768999999,721371.104999999,721426.992,656359.421000001,705259.227,674038.716,694930.314,686355.324000001,730106.675,745345.648999999,745719.003,759886.168000001,706515.373000001,719939.093,728282.214,659110.673000001,712202.314,671852.862,701299.031,682683.027,764250.299,763974.804,746706.563,756826.611,713288.253,732736.688,724877.676,679305.832,718524.759,688809.859,698555.906,706310.976000001,761974.81,791081.608000001,748252.198000001,761196.744,721442.793,743769.348,745407.228,665204.176,736714.902999999,705628.124,728992.358,730157.082999999,769839.964000001,807063.419,758985.309999999,789861.464000001,743761.323,749447.673,755287.211,682423.584999999,729896.73,703225.698999999,715948.392,707399.829000002,759043.16,782334.352,764565.744,778708.419,720885.317,741928.712,755349.344,678572.401,738613.341000001,701144.535,724435.551,714689.013000001,765155.245,788634.096,752661.656999999,773780.358000001,734424.275,747518.318,756953.464,705861.132000001,682194.297000001,548481.932,581117.603000001,602698.837000001,679184.288000001,712516.544999999,684875.592,674860.239,652336.766,665587.714999999,648143.584,576433.134,640601.156999999,615594.768,638221.976999999,637990.222,702057.859999999,728446.23,724325.74,734306.805999999,703556.805,719893.229,713309.862,649849.447,711961.091999999,673439.789999999,700756.749,693667.079,754312.581,757192.276,724251.289000001,729372.534999999,709312.287,718952.811999999,719420.66,650392.983,712320.266,675892.598,702091.89,713713.193,762825.165000001,802654.982,744736.287,803955.932,730833.799000001,733423.874999999
