"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",62995.39,87781.578,104305.249,90233.375,87469.994,90747.26,42925.132,33809.124,19018.165,16391.582,56203.264,65663.162,75338.758,81194.584,92296.098,79226.095,51612.096,43130.383,47661.203,40103.526,27373.602,19209.197,29353.552,69988.758,58806.542,68454.197,97930.813,72261.513,51858.446,45434.532,23194.87,15859.787,16947.147,14180.398,25554.466,29369.969,62926.695,67458.576,99157.666,83500.371,47671.831,22519.121,15163.288,14269.578,12960.721,8819.093,31617.517,20511.364,49738.778,68433.113,62724.243,37127.472,12350.797,13597.624,14425.421,11716.904,13968.057,5288.401,28845.801,60134.745,82892.896,85748.322,103046.005,94091.184,63727.81,72716.586,29939.708,27385.833,22687.873,12174.763,32339.867,34505.54,34583.391,76468.871,49043.068,42637.727,47543.649,39882.439,23208.688,18503.258,16581.292,14618.967,63900.263,83446.172,68693.358,38430.575,79387.92,60232.48,51025.246,34631.549,24280.712,19427.096,18279.816,45703.971,31907.892,68218.181,90894.154,87206.919,68967.438,27645.648,22567.477,25468.707,19257.172,17414.277,11991.399,6889.344,23163.448,65543.093,71623.027,35364.821,55969.476,63885.535,33376.538,16833.591,16194.351,13877.983,7455.653,4446.405,15911.631,26476.696,43899.966,42501.879,38005.424,28569.247,24147.58,25739.976,22402.211,15072.23,19481.226,10973.215,47305.449,73473.033
"2","Demanda",425589.937,397391.49,401589.864,385948.972,401388.602,381856.99,399801.093,374473.218,384812.728,410002.493,410913.106,403209.97,426554.33,409178.027,419670.413,379414.579,395857.939,398156.041,393721.148,357774.581,403402.915,404629.246,400321.359,393020.542,426410.719,417938.43,424378.663,380280.86,408220.724,410373.79,413823.322,368371.613,389278.394,405082.835,406608.27,393337.094,416668.673,416547.873,421903.581,411674.104,415325.612,416390.256,386757.361,391994.565,419203.471,417807.901,430952.532,404065.58,452567.634,412913.092,440780.588,388606.371,435172.584,435650.273,397030.335,400159.741,413819.091,427926.722,436855.745,411753.356,450314.012,429018.578,447419.669,403494.658,429690.373,420678.757,409460.857,405987.994,423398.137,439097.811,434543.74,407554.216,463542.521,412888.134,439192.257,409324.995,439674.461,431270.896,425913.131,403832.721,424695.647,448901.458,441644.372,408815.515,450763.969,422377.178,407204.579,329918.004,377656.588,387263.707,396242.377,391904.088,419135.926,423452.642,427189.248,409950.116,443553.286,410832.434,437964.061,406589.998,426771.793,422513.312,405159.449,391177.128,423399.212,414220.512,437375.677,421278.98,448017.748,418306.711,451568.578,406001.297,432302.068,438758.931,401347.433,403503.761,417254.568,411935.809,426048.629,389488.55,422325.788,386332.02,408551.382,352613.518,390877.629,390437.492,368183.839,357629.209,391096.365,401610.441,401328.292,378577.159
