"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",311475.365,337448.878,424978.103,542396.621,776776.085,768317.037,645438.269,432292.183,336689.391,241325.183,285136.975,292440.145,350750.472,351694.374,436393.391,613504.006,625655.467,583247.167,534904.698,402845.802,337369.867,248724.428,243791.593,502150.852,374907.888,320901.906,464257.318,530392.204,514195.169,529252.884,333211.615,328795.925,285763.103,236384.948,241613.865,233178.276,240742.787,271960.803,377973.558,471412.261,654293.812,488691.203,326763.879,264075.155,204798.51,157408.573,219798.607,261055.415,254323.473,302696.275,443939.344,454565.571,540087.781,431167.398,294266.028,266007.654,230861.34,177421.989,139349.353,163784.623,245093.447,246563.883,416163.444,624780.412,773600.547,786277.592,532524.933,355786.184,294590.72,289776.639,445774.3,368330.601,254632.493,280915.127,264679.209,270286.976,438949.715,392444.259,276233.133,240480.068,205774.283,213406.628,225881.229,412861.014,434119.206,406285.139,500662.199,613669.748,685757.911,599007.761,387663.473,258781.222,269449.295,328697.622,328941.025,322965.905,304809.796,281952.551,313921.572,306887.187,424622.167,396508.174,256177.832,240942.055,224538.47,172299.286,141040.659,317869.122,249639.308,162486.441,205283.117,317340.727,451514.711,291586.307,201674.569,201303.02,164623.024,153051.995,142843.418,136507.065,132811.411,129045.461,212698.533,195938.463,226072.552,290637.516,207389.841,167459.469,124291.725,116441.445,152482.463,250042.005
"2","Demanda",4219945.354,3829246.735,3920760.869,3666174.022,3685534.828,3605123.034,4187494.708,3828631.712,3729089.502,3769569.752,3802662.593,3947144.396,4100446.945,3785728.122,3909789.79,3495821.928,3638507.826,3683158.344,4088778.952,3715490.877,3836715.288,3772334.187,3649981.563,3894913.6,4166773.739,3875789.258,3960238.857,3547210.863,3692788.614,3864700.681,4505638.561,3854649.146,3715257.729,3756932.177,3757928.173,3876726.24,3979236.621,3858656.876,3994666.014,3710579.082,3720708.816,3784654.367,4272885.002,3937413.394,3980120.622,3779737.944,3855164.232,3959624.468,4327712.209,3733074.315,3974169.555,3563871.542,3864757.582,4143523.252,4355104.787,4068571.812,3827532.061,3839760.626,3995888.516,4111321.698,4140577.062,3993748.88,4047167.946,3674311.187,3776443.783,3865305.038,4372963.638,4063882.069,3880197.293,3832404.07,3865798.134,3871165.372,4346165.016,3805809.279,3885658.35,3641927.976,3724228.479,3773188.661,4446351.053,3978863.274,3832204.511,3819970.185,3912259.315,3858858.012,4180533.867,3739391.844,3655675.5,2974661.857,3196176.385,3394330.06,4124597.367,3825701.263,3636332.142,3685266.366,3661150.298,3983099.447,4205890.778,3567341.458,3853996.069,3484744.509,3492614.749,3674121.832,4078621.766,3663381.789,3695619.204,3493176.901,3714667.184,3796545.717,3978813.799,3589689.605,3870758.812,3493783.504,3626454.01,3825103.358,4276866.57,3909713.791,3717711.175,3471370.175,3473170.281,3660750.488,3991811.827,3672618.605,3680174.902,3241621.718,3443715.927,3655481.907,4170020.208,3817737.716,3617954.842,3604422.609,3546276.03,3665698.858
