"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",66999.112,87593.329,77879.471,54273.531,49720.934,54491.78,21422.65,15769.525,13862.964,14371.479,60061.072,49149.127,56137.321,64627.182,73196.281,34926.918,23424.316,20774.8,22842.996,19500.01,16495.646,12287.435,17474.148,63639.921,58225.095,89899.831,86192.91,36280.711,26934.843,22255.663,20922.214,18131.315,13239.216,13740.035,19800.42,16716.938,29522.061,50866.113,85173.784,53153.221,29142.164,21484.935,20580.984,20910.953,19970.338,13586.697,21831.721,15221.639,40501.03,40784.071,29536.906,23733.572,12862.275,13892.498,14082.344,14755.314,13838.518,11270.363,22035.668,56991.915,76028.105,69845.238,65342.97,56287.67,33605.286,35579.045,19474.22,13806.032,12399.643,12435.582,23888.026,22947.801,40370.228,57339.018,26311.523,25020.153,22958.569,16793.131,20218.794,20288.618,15939.702,16986.119,56089.018,69993.766,28102.136,20626.718,43269.083,31553.459,32859.594,19766.564,20146.987,19579.44,18843.992,27763.924,18616.329,70146.415,65721.585,54404.335,36363.33,19311.79,17872.808,20553.137,21332.813,18915.412,12108.089,10345.409,26706.254,88060.533,49705.226,23027.975,36459.435,50792.271,22184.215,14746.089,18091.17,19277.612,13361.472,10473.979,14981.843,17997.562,29778.049,28490.489,25811.726,18676.032,18088.215,19092.575,15589.535,13991.677,10896.371,11752.439,22353.174,33393.374
"2","Demanda",1541127.092,1453298.985,1489392.103,1416858.772,1410943.42,1314971.13,1240600.169,1119678.025,1347552.623,1426407.831,1460010.677,1330080.662,1482887.713,1438908.559,1558022.19,1354807.239,1415056.87,1405262.202,1331590.683,1104540.632,1392733.008,1484166.834,1471356.878,1357919.227,1565679.743,1509779.461,1567560.327,1381717.766,1443633.165,1418181.158,1346415.784,1171022.468,1383108.038,1449635.593,1431252.772,1319518.407,1469943.556,1448288.188,1453430.077,1395089.468,1365636.943,1317061.111,1233578.738,1086273.456,1318772.887,1343493.618,1435873.518,1345708.938,1539208.76,1358830.536,1513671.366,1292823.357,1413920.849,1385217.149,1298441.168,1120281.101,1334946.089,1408222.64,1466657.496,1391337.419,1484220.721,1469467.247,1488835.994,1356782.634,1431884.348,1391730.912,1331683.208,1137645.576,1351287.545,1432024.819,1444084.295,1313161.963,1566908.501,1349915.466,1438251.76,1324846.851,1412540.967,1320335.319,1321611.713,1067567.8,1313870.402,1401028.409,1440323.849,1327169.282,1464723.239,1370961.607,1354901.587,969319.589,1122317.097,1157223.566,1211455.235,987600.964,1253870.065,1374290.634,1348346.356,1322546.667,1452389.83,1331125.747,1445981.843,1298198.318,1350193.26,1325699.371,1313327.347,1032737.987,1303370.899,1328564.107,1414374.753,1278916.676,1403157.038,1301295.245,1336660.441,1244658.929,1348281.478,1312495.187,1279212.06,996267.608,1229065.285,1277565.089,1277034.194,1200659.865,1361229.433,1297956.77,1377941.18,1162464.089,1288668.423,1268487.218,1173323.223,964746.611,1226761.003,1278592.125,1315832.609,1200276.748
