"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",10123.316,14199.763,20890.263,21134.336,23166.155,20629.464,13371.395,13144.3,10779.876,8075.1,11880.792,13212.402,19343.696,18022.526,18520.942,19820.361,15115.736,12121.645,11940.522,12508.443,10703.367,5556.893,8623.493,16061.68,14416.099,12512.944,18656.615,19047.699,13521.491,12084.442,13636.394,12728.225,9190.908,6888.939,7116.184,5237.995,14617.722,14646.757,17867.289,20876.017,19343.145,13690.724,10923.546,13834.673,11576.148,5963.828,5737.203,4666.135,7485.39,12952.168,11209.737,7239.832,6301.406,7100.586,7859.739,8404.148,2252.044,512.452,3137.937,11287.464,14346.593,13614.187,19879.848,20579.996,20476.802,18775.774,14496.927,11052.285,8847.171,6231.535,9768.1,9946.09,8005.688,16722.568,15352.383,15571.498,16386.249,10306.085,13356.338,13845.794,8761.225,6984.066,10643.731,16996.922,17105.815,13882.706,17098.413,17539.641,14973.754,10002.007,10431.662,10207.538,6860.884,6778.669,5013.458,9688.281,15402.108,20891.095,17755.933,12484.9,12626.526,10694.393,12821.849,14016.445,6190.632,2813.361,5796.517,9853.422,11875.04,7291.198,12458.382,14409.094,13551.292,9182.006,10815.038,11504.979,4646.325,1917.997,2531.345,4246.429,10337.316,10905.103,8015.007,3734.222,2736.243,4625.159,6039.311,9143.689,3377.6,2380.451,11711.93,15427.318
"2","Demanda",158742.347,144191.132,147648.059,135652.581,135466.656,124894.952,150717.907,132332.1,132217.045,142817.457,145022.573,149378.612,153405.823,140890.353,145850.971,129128.664,132468.13,133648.278,145459.384,131087.506,140818.043,144239.241,140587.778,148364.837,155901.049,146872.17,149748.231,130672.637,134176.512,136539.991,159923.63,133745.782,136483.334,143567.72,144637.781,148082.746,151567.234,147258.341,150332.595,140613.23,137006.3,135919.675,146779.24,137122.295,142068.617,144157.325,147691.866,147239.278,157474.283,138483.354,146902.248,127216.111,139519.108,142736.778,146987.025,137457.166,136743.779,140675.778,146133.366,144106.667,153187.46,143908.785,148671.143,134488.055,136589.071,135197.24,147700.93,139379.094,138154.136,147459.698,145925.115,140688.459,157569.432,137243.524,144513.078,133753.57,134904.534,133645.37,153082.682,134540.513,136656.05,148673.966,145490.168,141234.636,155709.587,139196.214,137102.562,111843.378,117782.567,121000.367,144053.936,133978.303,137621.254,141061.124,139104.195,141654.074,146298.76,129503.338,144652.408,129506.033,130651.022,128050.949,140864.511,130850.035,133323.629,135918.94,140846.25,141258.077,145992.771,132957.081,143230.953,124937.214,129905.972,133780.747,141574.709,131110.182,129983.399,126199.802,128423.028,129424.53,140153.816,128871.547,130471.508,111893.553,119595.067,118383.551,128143.83,127359.957,125079.941,129475.462,130348.468,130620.913
