"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",1218349.348,1284744.619,1435645.009,1510286.324,757447.533,459766.927,368018.981,214273.574,256770.439,460377.681,900497.943,776501.53,1650844.29,1721653.016,1531775.356,1072987.291,539009.208,404928.724,188056.466,260261.144,290296.393,326923.911,978281.445,888767.216,785057.535,1242009.086,1053436.27,381561.405,529316.239,323393.546,226476.115,135167.326,250571.855,399503.63,526231.362,396716.12,1374592.245,1577999.924,1490749.001,1572155.179,1068641.647,600096.405,367702.53,294514.693,351977.39,293350.809,241093.17,335098.262,361409.733,510616.747,550991.26,271858.762,265249.952,154546.131,96241.875,140151.187,391558.525,107999.236,109027.444,303874.939,813977.927,780057.489,1445732.361,1298332.428,604269.484,536831.785,533259.987,248995.194,327593.657,366178.454,642644.836,927933.844,682471.103,831425.924,720905.331,649832.949,411861.408,196211.605,223655.948,100744.514,182363.938,336069.117,1091922.758,1627770.822,1309799.276,982090.81,1106496.575,563131.345,606170.337,391369.675,228817.559,254144.11,404116.625,325871.002,657698.322,1088201.357,1413430.997,1505956.673,1083248.775,699410.082,504451.519,481459.457,503801.955,262485.023,157684.864,152085.826,215015.87,712698.558,559644.783,324753.485,458914.549,302618.744,195005.134,124510.834,70532.363,84986.336,116048.53,215376.235,584254.317,1097429.749,1575903.782,840302.509,695367.032,486594.744,393713.43,370069.767,143148.917,120356.367,148930.564,538137.194,1491632.316,1567829.112
"2","Demanda",1820899.175,1663698.12,1787324.854,1643777.506,1625408.805,1509231.256,1565179.787,1597169.876,1555877.638,1625265.158,1674271.751,1801883.979,1822607.31,1691326.04,1739452.365,1583111.618,1595752.084,1526786.304,1572340.173,1554390.02,1581148.453,1624725.056,1672187.921,1791796.851,1865880.341,1718823.101,1745705.028,1577762.583,1598331.808,1547149.411,1595864.529,1552947.67,1541750.716,1626654.357,1636100.259,1708525.262,1776455.948,1710594.267,1783449.47,1679120.743,1620285.889,1542618.391,1564340.592,1605756.679,1584187.611,1623247.174,1705647.393,1761950.558,1865725.421,1624277.322,1724170.692,1560185.097,1620405.39,1590862.407,1595519.357,1612907.275,1571677.467,1642836.986,1710213.278,1775637.781,1844479.544,1717220.668,1873335.316,1695932.397,1645678.956,1596787.869,1607005.112,1617145.481,1580536.919,1637148.829,1723854.068,1720942.191,1831829.718,1563729.72,1570501.303,1498887.102,1455568.887,1403979.936,1459713.949,1458252.716,1437838.622,1518709.899,1611162.935,1639128.236,1697792.905,1475967.306,1493138.351,1268982.914,1327958.665,1438593.814,1380397.914,1390800.24,1375753.284,1471636.389,1491474.968,1600592.994,1694495.593,1484968.544,1564011.296,1426069.727,1454054.616,1365134.11,1369843.94,1377124.299,1381155.204,1418232.566,1493168.54,1521980.401,1386507.81,1194675.819,1222744.872,1187067.148,1170291.344,1137849.569,1097227.462,1038750.723,1029103.991,1039722.15,1087367.547,1170300.268,1233543.783,1126099.4,1166869.188,1022015.533,1040443.208,1019012.301,1005822.702,1006183.922,1016895.131,1077949.887,1141768.08,1219129.185
