"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",182299.427,172762.741,186533.31,175475.452,187896.412,200606.942,246666.415,248251.673,229416.734,169654.499,168250.633,182826.166,183089.327,150082.495,160255.575,174012.561,194495.332,206570.047,234612.764,238509.243,227702.616,156195.431,86828.516,175423.819,180751.809,171709.132,173706.216,70165.726,127697.278,185477.353,218839.822,250939.772,199151.618,82335.692,101806.757,99101.912,114409.217,99651.174,105038.23,151496.329,197176.087,225485.701,286133.931,265479.108,256765.626,224344.495,180604.461,196283.612,221058.173,189456.399,177467.581,189508.45,224056.827,268948.2,273077.908,263831.972,237417.127,196316.934,152281.554,204110.712,198555.029,192794.934,199821.57,183056.221,187115.884,207644.055,242068.479,257313.11,250630.395,186964.578,108227.965,181578.711,217725.286,164402.371,141747.391,127063.555,122296.505,98710.671,173446.103,257561.226,239896.043,190859.296,128513.947,137717.301,-3177.348,-1357.415,-1701.627,-1684.542,-1802.096,-1280.83,-1119.569,-1126.831,68615.077,69531.804,18689.83,78075.038,-632.692,-606.159,-651.559,-591.361,-1103.416,41953.424,9292.719,-728.756,-549.974,-583.277,-582.067,-614.248,-627.467,-580.127,-668.873,-605.483,-1030.237,29141.857,50189.168,5265.315,-603.806,-613.232,-588.118,-626.792,-727.718,-706.973,-518.34,-608.66,-832.969,3179.956,54925.434,9023.219,-823.378,-827.249,-895.425,-695.865
"2","Demanda",445255.331,423302.576,424149.882,396589.997,441050.414,479132.438000001,620748.467,631293.821,512266.638,461792.615,394684.089,436606.314,424810.96,384580.431,414232.206,388489.422,436414.751000001,507695.554,599454.263999999,627347.898,569550.837,454587.730000001,354468.824,415844.608,450337.744,432565.002,438112.271,396128.115,449841.486,522860.102,695626.141,655989.676,523712.01,447095.247,368534.618999999,407166.73,409886.464,403364.001000001,448748.994,413043.37,471214.692,533332.670000001,642436.213999999,650485.337,569439.125,477813.605,384773.382,418652.837,477380.400000001,395605.401,408891.796,415202.957,482229.859,578281.935,677703.855,706661.751999999,536767.926,475043.438,403689.187,458957.51,436553.899,457599.769,461730.116,426816.549,475877.506,536318.094999999,685540.936,704132.575999999,577983.347,476157.141,396695.478,422002.883,477795.703,415344.403,436816.193,446407.913,477010.374,539722.271,719464.877000001,705099.073000001,572623.989000001,490426.996,412701.695999999,421812.285,456464.05,403435.856999999,403832.751,321712.013,327175.074,360864.887,528918.585,566318.86,403465.240999999,368113.495,364441.335,436982.595,470923.625,361715.977,410107.525,378811.138,380442.847,459727.74,601270.435,632604.942,544052.918,444700.654,408606.143,435319.025,464916.63,397169.935,441909.867,436273.855,471932.242,575202.532,702367.092,728931.405,594746.797,466805.443,362646.306,398799.464,450576.34,432334.52,414663.669,405755.072,460103.532,546694.773,734503.488,704607.496,566226.112,495037.459,372945.356,417577.508
