"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",5976.038,13944.854,30257.871,33619.673,17054.626,14491.06,14953.609,13623.24,9248.477,4659.988,4377.074,3539.146,12442.591,35474.931,31875.892,29985.524,12510.092,11711.609,12805.185,12370.215,8225.394,5601.286,3344.432,26024.258,9846.798,17188.426,19143.899,11698.087,10247.037,12614.603,13972.055,11551.652,8436.793,3689.211,6490.112,6653.527,3201.816,9462.856,13436.853,16499.679,38255.901,14672.874,15380.606,14795.464,9863.006,5031.648,4911.866,8612.852,7750.341,31286.342,25001.015,11697.666,9400.076,14446.711,12562.281,9324.511,7620.291,4954.345,3413.055,1666.599,2638.58,4105.16,11075.258,25338.234,18938.598,12319.529,13517.889,11418.663,7716.648,4229.812,4443.849,7138.928,7255.261,7365.365,7916.29,9552.571,8793.242,9590.487,7660.623,6305.742,4911.483,4269.331,7635.876,15735.216,12505.179,8883.309,7810.953,12028.71,10583.927,12005.759,12281.391,9978.374,7401.98,4474.834,8052.323,18567.381,26490.113,38930.522,24195.068,13088.903,8455.222,10519.844,11175.877,11293.412,6847.758,4728.201,3614.52,4046.756,4077.551,3623.382,6133.847,10487.369,11478.368,11473.97,12039.887,9481.739,5276.139,2613.965,2654.629,5467.745,12431.437,8575.886,6620.715,6372.79,5715.233,6891.109,10575.969,9392.096,2662.358,3152.3,8417.765,10434.955
"2","Demanda",2891002.527,2595560.547,2600432.394,2325172.226,2246814.627,2227970.521,2588329.982,2372558.162,2226990.476,2256704.242,2478442.346,2789666.358,2752590.443,2507411.899,2461423.364,2134916.543,2157510.027,2202676.253,2396130.641,2266697.265,2267689.017,2227555.224,2337522.983,2654743.928,2785644.732,2543195.794,2446457.005,2120817.01,2197378.236,2348360.395,2821408.312,2324268.317,2135972.717,2197706.938,2312518.255,2557614.574,2626001.248,2539186.23,2522750.817,2297628.125,2180629.261,2299542.753,2561135.859,2393854.955,2300602.209,2187078.493,2419424.922,2564376.142,2783035.02,2387351.039,2412638.71,2057255.208,2204818.892,2535147.644,2509808.13,2367768.094,2149871.748,2175648.597,2372347.3,2637876.82,2705345.48,2521068.525,2579762.942,2259062.294,2139400.291,2248616.61,2437930.289,2391298.9,2276573.924,2233308.499,2421740.233,2553858.231,2744878.748,2356460.794,2350064.364,2217591.032,2149296.957,2281728.415,2651654.285,2274433.692,2149610.628,2267264.364,2467031.06,2545189.886,2737334.364,2357438.71,2268882.296,1825502.09,1855359.252,2019611.065,2525218.389,2202008.892,2067050.074,2184994.561,2296506.89,2569037.905,2740894.826,2262499.896,2378553.143,2130429.496,2107378.281,2166515.997,2347371.347,2259789.28,2072075.097,2075335.099,2386503.737,2507655.755,2601492.321,2254452.384,2460329.907,2137449.299,2142773.857,2299053.45,2624940.297,2326421.743,2085897.221,2033792.641,2181937.96,2372841.663,2582358.518,2327725.935,2265854.374,1897999.269,2000961.266,2155463.039,2476210.644,2330887.581,2034557.114,2141799.435,2320371.574,2537655.306
