"","Tipo","2013M01","2013M02","2013M03","2013M04","2013M05","2013M06","2013M07","2013M08","2013M09","2013M10","2013M11","2013M12","2014M01","2014M02","2014M03","2014M04","2014M05","2014M06","2014M07","2014M08","2014M09","2014M10","2014M11","2014M12","2015M01","2015M02","2015M03","2015M04","2015M05","2015M06","2015M07","2015M08","2015M09","2015M10","2015M11","2015M12","2016M01","2016M02","2016M03","2016M04","2016M05","2016M06","2016M07","2016M08","2016M09","2016M10","2016M11","2016M12","2017M01","2017M02","2017M03","2017M04","2017M05","2017M06","2017M07","2017M08","2017M09","2017M10","2017M11","2017M12","2018M01","2018M02","2018M03","2018M04","2018M05","2018M06","2018M07","2018M08","2018M09","2018M10","2018M11","2018M12","2019M01","2019M02","2019M03","2019M04","2019M05","2019M06","2019M07","2019M08","2019M09","2019M10","2019M11","2019M12","2020M01","2020M02","2020M03","2020M04","2020M05","2020M06","2020M07","2020M08","2020M09","2020M10","2020M11","2020M12","2021M01","2021M02","2021M03","2021M04","2021M05","2021M06","2021M07","2021M08","2021M09","2021M10","2021M11","2021M12","2022M01","2022M02","2022M03","2022M04","2022M05","2022M06","2022M07","2022M08","2022M09","2022M10","2022M11","2022M12","2023M01","2023M02","2023M03","2023M04","2023M05","2023M06","2023M07","2023M08","2023M09","2023M10","2023M11","2023M12"
"1","Generación",62421.704,60105.585,115998.565,112919.815,84402.488,79071.121,85993.878,79928.589,75336.797,46340.743,41595.668,68205.95,96235.832,122909.719,122126.822,109262.165,88379.735,78089.827,73432.123,64812.042,74643.172,46822.57,47487.629,82006.916,65596.787,92607.633,81816.216,53288.794,71508.36,72428.215,59335.89,56432.683,49267.38,31731.108,32250.053,34651.256,38409.754,49772.772,65229.127,79835.107,98626.806,75398.448,65038.95,67628.245,60711.851,32540.329,60095.729,38657.213,37808.44,56784.497,47208.331,53951.103,54323.214,20841.274,26409.056,22359.924,22911.208,23883.893,22521.597,21075.307,26884.47,23587.021,102606.865,103011.541,97394.105,88356.636,57954.232,62272.58,63507.23,33824.644,51394.319,57396.174,56524.881,65394.535,68060.45,66665.149,64692.345,48251.199,59170.406,51212.644,47172.254,24349.004,24587.189,46057.884,42837.007,41127.482,74834.96,84727.773,81019.221,76267.721,73644.057,70583.172,42371.251,30150.68,33507.403,41917.384,65930.749,107799.992,72057.474,88528.372,84699.337,74257.308,68318.271,53936.446,51631.927,27011.151,37958.265,58865.234,55035.319,26763.874,49814.405,47282.156,45442.198,56671.724,66788.407,56317.215,41878.333,23853.524,24506.084,61402.096,56905.379,57445.456,62990.325,53185.56,54318.771,51528.839,40164.3,40139.578,51930.936,40243.198,44401.715,60364.898
"2","Demanda",1064945.693,968570.578,1003695.43,898068.416,863792.306,934504.411,1083909.235,1047742.265,915857.287,859311.69,923788.786,1064499.966,1045902.927,941288.845,998286.141,928421.054,999676.995,958597.019,990866.997,1020732.328,958568.685,850472.464,884390.195,1028859.214,1069550.84,967544.604000001,964927.024,851270.36,978384.67,954580.662,1127872.169,1036015.703,884880.304,853196.079,878463.136,975417.322,980802.01,958320.53,995224.499,931715.357,887375.472,980300.821,1085040.388,1079734.196,973043.007,875354.543,950983.979,987773.492,1061646.481,916105.836,951526.486,911174.862,962101.266,1018755.22,1058314.034,1084685.97,928824.513,872927.071,919620.776,1027177.246,1042435.374,953026.688,1007616.011,958888.045,967026.876,967550.75,1077120.188,1092087.65,966634.506,928844.406,974321.967,1030942.115,1112346.134,988724.576,1039939.791,931138.133,975360.89,1000327.159,1152988.982,1077388.382,931369.774,944877.518,970712.128,1010042.555,1061533.843,939083.828,988619.577,807391.746,917831.634,964355.873,1173169.272,1114481.323,930478.016,926029.016,918647.462,1018731.82,1064675.945,916023.561,1012109.007,945621.257,983773.982,978293.68,1138124.645,1111553.19,942787.008,889166.115,988074.665,1048655.126,1062483.113,937262.665,967960.995,871579.213,931902.293,1029501.733,1194776.552,1103853.158,936184.35,855856.051,865675.336,956420.809,1027519.195,960424.777,981522.517,918519.221,925781.577,883589.858,1079470.599,1073977.729,881309.115,884290.549,942604.793,1043730.568
